input_id,robot,method,repeat,q,accepted,internal_status,internal_ok,native_status,iterations,evaluations,verification_calls,box_qp_updates,backtracking_evaluations,task_excess_objective,internal_radius,finite,joint_limit_ok,velocity_ok,position_error,orientation_error,verification_reasons,failure_kind,velocity_utilization,total_latency_ns,accepted_within_20ms
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_isotropic,0,"[-2.081781557061196,1.4390097939708277,0.09110261434240476,1.2071030702825483,0.6569129097135586,2.275703820750622]",False,iteration_limit,False,,30,107,108,59,77,0.06700494374552471,0.999999,True,True,True,0.0013236327058500853,0.010219662197424451,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999997792960928,15740253,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_gn,2,"[-2.081781543171953,1.4390132379844072,0.09109633219546509,1.207105915487501,0.6569081994903767,2.275703821764067]",False,stationary,False,,15,78,79,16,63,0.06700461135631275,0.999999,True,True,True,0.0013233465399101506,0.010224359651559572,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990026,11474138,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_isotropic,1,"[-2.081781557061196,1.4390097939708277,0.09110261434240476,1.2071030702825483,0.6569129097135586,2.275703820750622]",False,iteration_limit,False,,30,107,108,59,77,0.06700494374552471,0.999999,True,True,True,0.0013236327058500853,0.010219662197424451,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999997792960928,15565560,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k1,2,"[-2.081781543171953,1.436741441783545,0.09522338435392626,1.2052459263719748,0.6600791477028365,2.2757064529831115]",False,stationary,False,,14,84,,15,,,,True,True,True,0.0015166089548618435,0.0070534121269976,"[""position_tolerance""]",position_tolerance,0.9999999999990026,3276384,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,point_loop_control,1,"[-2.081781543171953,1.4367599841197802,0.09518570396225846,1.2052697975890747,0.6600789466054239,2.275703821761344]",False,stationary,False,,20,122,123,21,102,0.1334365621787763,0.999999,True,True,True,0.0015165966426171074,0.0070536125365123215,"[""position_tolerance""]",position_tolerance,0.9999999999990026,15705431,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_isotropic,2,"[-2.081781557061196,1.4390097939708277,0.09110261434240476,1.2071030702825483,0.6569129097135586,2.275703820750622]",False,iteration_limit,False,,30,107,108,59,77,0.06700494374552471,0.999999,True,True,True,0.0013236327058500853,0.010219662197424451,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999997792960928,15569958,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k0,2,"[-2.081781543171953,1.4367599611749244,0.09518575068795057,1.2052697705968753,0.6600789490530781,2.275703822476913]",False,stationary,False,,15,100,,16,,,,True,True,True,0.0015165967921019197,0.007053610088858627,"[""position_tolerance""]",position_tolerance,0.9999999999990026,3808191,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,single_gn_k1,0,"[-2.081781543171953,1.436741441783545,0.09522338435392626,1.2052459263719748,0.6600791477028365,2.2757064529831115]",False,stationary,False,,14,84,,15,,,,True,True,True,0.0015166089548618435,0.0070534121269976,"[""position_tolerance""]",position_tolerance,0.9999999999990026,3241077,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_gn,1,"[-2.081781543171953,1.4390132379844072,0.09109633219546509,1.207105915487501,0.6569081994903767,2.275703821764067]",False,stationary,False,,15,78,79,16,63,0.06700461135631275,0.999999,True,True,True,0.0013233465399101506,0.010224359651559572,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990026,11450080,False
051833cbe006de8ff0b74c24491dc92760ae8fa05993116db6211ab7fa33682b,ur5e,task_excess_lbfgsb,1,"[-2.081781543171953,1.4474627109488298,0.0739409085826391,1.2182017321014706,0.6569484025153018,2.273812144464813]",False,optimizer_stop,False,"{""code"":1,""success"":false,""message"":""STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT""}",30,33,34,0,0,0.0698504449634077,0.999999,True,True,True,0.0013280606138583128,0.010289571532868334,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999990026,5628772,False
