problem_id,robot,stratum,kappa,method,repeat,objective,feasible_box_violation,normal_residual,dual_lower,box_minorant_lower,task_squared,raw_box_violation,roundoff_projection,raw_epigraph_violation,theta,native_theta_weights,iterations,status,native_primal_objective,native_dual_objective,native_primal_residual,native_dual_residual,setup_update_ns,solve_ns,native_seconds,updated,total_ns,common_lower,common_normalized_gap,common_raw_gap,quality_pass,objective_difference_vs_reference,dual_updates,box_qp_updates,primal_upper,gap,raw_gap,converged,task_feasible_early,deadline,conversion_ns,actual_verifier_calls
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,clarabel_epigraph,2,0.0011030224962993152,0.0,0.00036169463523975486,0.0010964812746177264,0.0010964812746177266,"[3.261402945801701e-08,3.277627624382275e-08]",0.0,0.0,3.127189770184847e-11,0.438982673134858,"[0.4389826731450095,0.5610173268781156]",9,Solved,0.0011030224650274178,0.0011030218293958643,5.707974315848419e-10,1.1718396239027484e-11,20978,45891,9.3118e-05,True,124341,0.0011030216829032526,8.133960625270747e-10,8.133960625270747e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f42,ur5e,regular_first_subproblems,0,scalar_full,2,0.0011030312074999705,0.0,4.688303443075554e-13,0.0011030216829032526,0.0011030216829032526,"[2.240655597298824e-08,4.145574940850886e-08]",,,,0.5,,,gap_converged,,,,,,85620,,True,122657,0.0011030216829032526,9.524596717878572e-09,9.524596717878572e-09,True,8.711200655351498e-09,1,1,0.0011030312074999705,9.524596717878572e-09,9.524596717878572e-09,True,False,False,3666,0
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,clarabel_epigraph,4,0.0003813400608454241,0.0,4.2522540935755845e-06,0.0003813391566898018,0.0003813391566898018,"[2.756590735354593e-08,2.756620735513346e-08]",0.0,0.0,9.556369212531788e-14,0.24126052605520207,"[0.2412605260552072,0.7587394739448142]",14,AlmostSolved,0.00038134006074986036,0.00038134006019365077,1.9938573069345207e-07,1.1577397087233619e-14,25853,82161,0.000128627,True,183776,0.0003813391566898018,9.04155622333952e-10,9.04155622333952e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,scalar_full,4,0.0003813612058875204,0.0,3.213438851035296e-14,0.0003813326701778443,0.0003813326701778443,"[6.4027666969565275e-09,6.347418604915031e-08]",,,,0.5,,,gap_converged,,,,,,71298,,True,106895,0.0003813391566898018,2.2049197718619802e-08,2.2049197718619802e-08,True,2.114504209628585e-08,1,1,0.0003813612058875204,2.853570967611659e-08,2.853570967611659e-08,True,False,False,3604,0
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,clarabel_epigraph,2,0.0003813400608454241,0.0,4.2522540935755845e-06,0.0003813391566898018,0.0003813391566898018,"[2.756590735354593e-08,2.756620735513346e-08]",0.0,0.0,9.556369212531788e-14,0.24126052605520207,"[0.2412605260552072,0.7587394739448142]",14,AlmostSolved,0.00038134006074986036,0.00038134006019365077,1.9938573069345207e-07,1.1577397087233619e-14,21338,73437,0.000121209,True,155000,0.0003813391566898018,9.04155622333952e-10,9.04155622333952e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,scalar_full,2,0.0003813612058875204,0.0,3.213438851035296e-14,0.0003813326701778443,0.0003813326701778443,"[6.4027666969565275e-09,6.347418604915031e-08]",,,,0.5,,,gap_converged,,,,,,80726,,True,118130,0.0003813391566898018,2.2049197718619802e-08,2.2049197718619802e-08,True,2.114504209628585e-08,1,1,0.0003813612058875204,2.853570967611659e-08,2.853570967611659e-08,True,False,False,3636,0
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,clarabel_epigraph,1,0.0003813400608454241,0.0,4.2522540935755845e-06,0.0003813391566898018,0.0003813391566898018,"[2.756590735354593e-08,2.756620735513346e-08]",0.0,0.0,9.556369212531788e-14,0.24126052605520207,"[0.2412605260552072,0.7587394739448142]",14,AlmostSolved,0.00038134006074986036,0.00038134006019365077,1.9938573069345207e-07,1.1577397087233619e-14,22556,72649,0.000120827,True,153654,0.0003813391566898018,9.04155622333952e-10,9.04155622333952e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,scalar_full,1,0.0003813612058875204,0.0,3.213438851035296e-14,0.0003813326701778443,0.0003813326701778443,"[6.4027666969565275e-09,6.347418604915031e-08]",,,,0.5,,,gap_converged,,,,,,77300,,True,113269,0.0003813391566898018,2.2049197718619802e-08,2.2049197718619802e-08,True,2.114504209628585e-08,1,1,0.0003813612058875204,2.853570967611659e-08,2.853570967611659e-08,True,False,False,3444,0
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,clarabel_epigraph,0,0.0003813400608454241,0.0,4.2522540935755845e-06,0.0003813391566898018,0.0003813391566898018,"[2.756590735354593e-08,2.756620735513346e-08]",0.0,0.0,9.556369212531788e-14,0.24126052605520207,"[0.2412605260552072,0.7587394739448142]",14,AlmostSolved,0.00038134006074986036,0.00038134006019365077,1.9938573069345207e-07,1.1577397087233619e-14,20753,76381,0.000124737,True,156453,0.0003813391566898018,9.04155622333952e-10,9.04155622333952e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,scalar_full,0,0.0003813612058875204,0.0,3.213438851035296e-14,0.0003813326701778443,0.0003813326701778443,"[6.4027666969565275e-09,6.347418604915031e-08]",,,,0.5,,,gap_converged,,,,,,68115,,True,102207,0.0003813391566898018,2.2049197718619802e-08,2.2049197718619802e-08,True,2.114504209628585e-08,1,1,0.0003813612058875204,2.853570967611659e-08,2.853570967611659e-08,True,False,False,3543,0
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,scalar_full,3,0.0003813612058875204,0.0,3.213438851035296e-14,0.0003813326701778443,0.0003813326701778443,"[6.4027666969565275e-09,6.347418604915031e-08]",,,,0.5,,,gap_converged,,,,,,73576,,True,110656,0.0003813391566898018,2.2049197718619802e-08,2.2049197718619802e-08,True,2.114504209628585e-08,1,1,0.0003813612058875204,2.853570967611659e-08,2.853570967611659e-08,True,False,False,3682,0
ur5e_trajectory_31_k0_f63,ur5e,regular_first_subproblems,0,clarabel_epigraph,3,0.0003813400608454241,0.0,4.2522540935755845e-06,0.0003813391566898018,0.0003813391566898018,"[2.756590735354593e-08,2.756620735513346e-08]",0.0,0.0,9.556369212531788e-14,0.24126052605520207,"[0.2412605260552072,0.7587394739448142]",14,AlmostSolved,0.00038134006074986036,0.00038134006019365077,1.9938573069345207e-07,1.1577397087233619e-14,21104,73601,0.000122195,True,161106,0.0003813391566898018,9.04155622333952e-10,9.04155622333952e-10,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f85,ur5e,regular_first_subproblems,0,scalar_full,2,0.0002767124030133831,0.0,4.036084450654358e-14,0.00027670333351679355,0.00027670333351679355,"[1.573536783668654e-08,3.387436101579627e-08]",,,,0.5,,,gap_converged,,,,,,83476,,True,122155,0.0002767041868615967,8.216151786428604e-09,8.216151786428604e-09,True,8.210582287898702e-09,1,1,0.0002767124030133831,9.069496589560275e-09,9.069496589560275e-09,True,False,False,4077,0
ur5e_trajectory_31_k0_f85,ur5e,regular_first_subproblems,0,clarabel_epigraph,2,0.0002767041924310952,0.0,3.333895374110691e-07,0.0002767041868615967,0.0002767041868615967,"[2.3938807539463824e-08,2.393883731792179e-08]",0.0,0.0,1.2938046217745557e-14,0.40530460747841585,"[0.4053046074784161,0.5946953925215845]",16,AlmostSolved,0.0002767041924181572,0.0002767041924072115,1.565068507485971e-06,3.628408318541054e-16,22317,85996,0.000134764,True,168923,0.0002767041868615967,5.569498529901795e-12,5.569498529901795e-12,True,0.0,,,,,,,,,,
ur5e_trajectory_31_k0_f85,ur5e,regular_first_subproblems,0,clarabel_epigraph,1,0.0002767041924310952,0.0,3.333895374110691e-07,0.0002767041868615967,0.0002767041868615967,"[2.3938807539463824e-08,2.393883731792179e-08]",0.0,0.0,1.2938046217745557e-14,0.40530460747841585,"[0.4053046074784161,0.5946953925215845]",16,AlmostSolved,0.0002767041924181572,0.0002767041924072115,1.565068507485971e-06,3.628408318541054e-16,22027,82867,0.000131443,True,165173,0.0002767041868615967,5.569498529901795e-12,5.569498529901795e-12,True,0.0,,,,,,,,,,
