robot,subset,method,reference,query_count,latency_ratio,latency_ratio_ci_low,latency_ratio_ci_high,fev_ratio,fev_ratio_ci_low,fev_ratio_ci_high,success_difference,success_difference_ci_low,success_difference_ci_high,deadline_difference,deadline_difference_ci_low,deadline_difference_ci_high,paired_latency_difference_ms,paired_latency_difference_ms_ci_low,paired_latency_difference_ms_ci_high,p50_ratio,p50_ratio_ci_low,p50_ratio_ci_high,p95_ratio,p95_ratio_ci_low,p95_ratio_ci_high,p99_ratio,p99_ratio_ci_low,p99_ratio_ci_high
panda,hard_feasible,full_cghik,trac_ik_20ms,500,201.69348328978035,177.32724950794847,226.17248069291907,,,,-0.148,-0.18666666666666665,-0.11,-0.22866666666666666,-0.2666666666666666,-0.19133333333333333,69.616455672,59.78928000846666,79.43531972075,,,,,,,,,
panda,hard_feasible,full_cghik,trac_ik_400ms,500,202.76117210889296,178.33224968273774,227.00248404886125,,,,-0.15266666666666664,-0.19133333333333333,-0.11464999999999993,-0.2333333333333333,-0.27133333333333337,-0.1953333333333333,69.61828225133334,59.78626343648334,79.43817251371665,,,,,,,,,
panda,hard_feasible,full_cghik,trac_ik_5ms,500,202.02058650649008,177.4759837700058,225.49213528107788,,,,-0.15133333333333332,-0.18935,-0.11333333333333333,-0.23199999999999998,-0.27,-0.19466666666666665,69.61701732466668,59.78582543218333,79.43303740711667,,,,,,,,,
panda,constructed_inexecutable,geometry_threshold,always_hard,500,0.5558215239251998,0.51128979764077,0.5985924448436853,0.5660760852891548,0.520597989330979,0.6094665736509672,0.0,0.0,0.0,0.0,0.0,0.0,-124.19758715466666,-137.14537265219997,-112.07762954799999,,,,,,,,,
panda,constructed_inexecutable,reject_only_hard,always_hard,500,0.5560142551079862,0.5114723625937301,0.5986775691047207,0.5660760852891548,0.520597989330979,0.6094665736509672,0.0,0.0,0.0,0.0,0.0,0.0,-124.14369722266666,-137.05758116540002,-111.9935436336,,,,,,,,,
panda,constructed_inexecutable,routing_only,always_hard,500,1.00408532372339,1.0034752687436186,1.0046577212614183,1.0133157778118662,1.0121718900710257,1.0144421909607162,0.0,0.0,0.0,0.0,0.0,0.0,1.142305123999997,0.9729987717499975,1.298267378566663,,,,,,,,,
panda,constructed_inexecutable,p50_selection,always_hard,500,0.5557114099036379,0.511035565134235,0.5983862742991485,0.5660760852891548,0.520597989330979,0.6094665736509672,0.0,0.0,0.0,0.0,0.0,0.0,-124.22837634533333,-137.17266237101666,-112.14821267135001,,,,,,,,,
panda,constructed_inexecutable,full_cghik,always_hard,500,0.5559378397667608,0.5113260907791369,0.5986976814825253,0.5660760852891548,0.520597989330979,0.6094665736509672,0.0,0.0,0.0,0.0,0.0,0.0,-124.16506386133332,-137.11294982756667,-112.02574810706669,,,,,,,,,
panda,constructed_inexecutable,full_cghik,reject_only_hard,500,0.9998625658595561,0.998849751830275,1.0007516905998042,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021366638666665362,-0.1797485174999973,0.1182699719500015,,,,,,,,,
panda,constructed_inexecutable,full_cghik,p50_selection,500,1.0004074594458339,0.9997261881653615,1.0010973283313924,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06331248400000059,-0.04273648705000014,0.1695983669000007,,,,,,,,,
panda,constructed_inexecutable,full_cghik,geometry_threshold,500,1.0002092683290487,0.9995316418765224,1.00091975974132,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032523293333333966,-0.07141327343333342,0.14233486769999937,,,,,,,,,
panda,constructed_inexecutable,full_cghik,routing_only,500,0.5536758944998913,0.5094307241268992,0.5960189627290934,0.5586373938749164,0.5142944493411524,0.6007779097225802,0.0,0.0,0.0,0.0,0.0,0.0,-125.30736898533333,-138.16075459030003,-113.17892733725002,,,,,,,,,
panda,constructed_inexecutable,full_cghik,trac_ik_100ms,500,1.5523171969160867,1.4293632220353134,1.670738164706877,,,,0.0,0.0,0.0,0.0,0.0,0.0,55.30825811866667,42.99571450431667,67.1666520808,,,,,,,,,
panda,constructed_inexecutable,full_cghik,trac_ik_20ms,500,7.717601286783725,7.106120295094993,8.306095556328167,,,,0.0,0.0,0.0,0.0,0.0,0.0,135.304976302,122.99167989738335,147.16261671391666,,,,,,,,,
panda,constructed_inexecutable,full_cghik,trac_ik_400ms,500,0.3884785784402377,0.3577080174666501,0.41811262187051573,,,,0.0,0.0,0.0,0.0,0.0,0.0,-244.69578202666668,-257.00806934201665,-232.83846918776666,,,,,,,,,
panda,constructed_inexecutable,full_cghik,trac_ik_5ms,500,30.22024985546203,27.82581534435907,32.51536061784373,,,,0.0,0.0,0.0,0.0,0.0,0.0,150.3030379093333,137.99150318235002,162.15915589303333,,,,,,,,,
