robot,method,baseline,family,metric,trajectories,difference,difference_ci,ratio,ratio_ci
ur5e,single_gn_k1,pink_qp,all,deadline_completion,160,0.10416666666666667,"[0.0625,0.15]",1.117924528301887,"[1.0671029082774048,1.1804511278195489]"
ur5e,single_gn_k1,pink_qp,all,total_latency_ns,160,-55976538.02708332,"[-58700464.07906251,-52329025.86932292]",0.4242518889544475,"[0.39754166021927667,0.462243531099868]"
ur5e,single_gn_k1,pink_qp,all,frame_success,160,0.02708333333333333,"[0.005791666666666668,0.052585416666666676]",1.0279593943565037,"[1.0058501074262154,1.0557115647554438]"
ur5e,single_gn_k1,pink_qp,all,acceleration_rms,160,-6.090000135963183,"[-7.452087923882618,-4.762993110667774]",0.448035630819805,"[0.3864092219924836,0.5187069996064618]"
ur5e,single_gn_k1,pink_qp,all,successful_prefix,160,8.09375,"[4.15609375,12.581562500000002]",1.0572932796531433,"[1.028645004538901,1.091706781700512]"
ur5e,single_gn_k1,pink_qp,smooth,completion,40,0.05,"[0.0,0.125]",1.0526315789473684,"[1.0,1.1428571428571428]"
ur5e,single_gn_k1,pink_qp,smooth,deadline_completion,40,0.058333333333333334,"[0.0,0.13333333333333336]",1.0619469026548674,"[1.0,1.153846153846154]"
ur5e,single_gn_k1,pink_qp,smooth,total_latency_ns,40,-57682024.59166666,"[-58947575.79437501,-56816506.982083336]",0.40555652210872534,"[0.40033029887339855,0.40922440696441303]"
ur5e,single_gn_k1,pink_qp,smooth,frame_success,40,0.019833333333333335,"[0.0,0.05783333333333335]",1.0202346539704132,"[1.0,1.0613833362816203]"
ur5e,single_gn_k1,pink_qp,smooth,acceleration_rms,40,-4.387809326308942,"[-6.714313973114709,-2.2832605920611155]",0.36451139278501415,"[0.21787000378012325,0.5743984836289499]"
ur5e,single_gn_k1,pink_qp,smooth,successful_prefix,40,2.975,"[0.0,8.675]",1.0202346539704132,"[1.0,1.0613833362816203]"
ur5e,single_gn_k1,pink_qp,near_singular,completion,40,0.125,"[0.025,0.225]",1.1470588235294117,"[1.027027027027027,1.3103448275862069]"
ur5e,single_gn_k1,pink_qp,near_singular,deadline_completion,40,0.13333333333333336,"[0.04166666666666667,0.2416666666666667]",1.1584158415841586,"[1.0434782608695654,1.3295454545454546]"
ur5e,single_gn_k1,pink_qp,near_singular,total_latency_ns,40,-55215224.35833333,"[-60988038.801249996,-44839611.081041664]",0.43091918697702725,"[0.3750531673866597,0.5366796897225187]"
ur5e,single_gn_k1,pink_qp,near_singular,frame_success,40,0.0011666666666666687,"[0.0003333333333333327,0.002333333333333332]",1.0011778563015312,"[1.000333444481494,1.002338790511193]"
ur5e,single_gn_k1,pink_qp,near_singular,acceleration_rms,40,-8.293152889356445,"[-10.90730455353837,-5.70075375051575]",0.35535299994674585,"[0.26264715202499594,0.4696167685710435]"
ur5e,single_gn_k1,pink_qp,near_singular,successful_prefix,40,8.15,"[1.875,15.475]",1.0579658605974396,"[1.0126582278481013,1.1161558834657586]"
ur5e,single_gn_k1,pink_qp,joint_limit_return,completion,40,0.025,"[0.0,0.075]",1.0256410256410255,"[1.0,1.0810810810810811]"
ur5e,single_gn_k1,pink_qp,joint_limit_return,deadline_completion,40,0.025,"[0.0,0.075]",1.0256410256410255,"[1.0,1.0810810810810811]"
ur5e,single_gn_k1,pink_qp,joint_limit_return,total_latency_ns,40,-57523792.925,"[-58567336.42520834,-56854161.396874994]",0.40642153611598786,"[0.40219964067519187,0.4093540768370372]"
ur5e,single_gn_k1,pink_qp,joint_limit_return,frame_success,40,0.023666666666666666,"[0.0,0.071]",1.0242403550699897,"[1.0,1.0764262648008613]"
ur5e,single_gn_k1,pink_qp,joint_limit_return,acceleration_rms,40,-7.628211246618511,"[-10.962056309946867,-4.567039681743166]",0.22360205764328178,"[0.14894379954572326,0.3395040990368097]"
ur5e,single_gn_k1,pink_qp,joint_limit_return,successful_prefix,40,3.55,"[0.0,10.65]",1.0242403550699897,"[1.0,1.0764262648008611]"
ur5e,single_gn_k1,pink_qp,high_curvature,completion,40,0.2,"[0.075,0.325]",1.2580645161290323,"[1.0833333333333333,1.5]"
ur5e,single_gn_k1,pink_qp,high_curvature,deadline_completion,40,0.2,"[0.075,0.325]",1.2580645161290323,"[1.0833333333333333,1.5]"
ur5e,single_gn_k1,pink_qp,high_curvature,total_latency_ns,40,-53485110.233333334,"[-59575685.82687501,-42916695.68291666]",0.4538168678693446,"[0.3987345467741418,0.558770956859868]"
ur5e,single_gn_k1,pink_qp,high_curvature,frame_success,40,0.06366666666666666,"[-0.0011666666666666687,0.1443416666666667]",1.0686309737693136,"[0.9988245172124265,1.1704078013285975]"
ur5e,single_gn_k1,pink_qp,high_curvature,acceleration_rms,40,-4.0508270815688325,"[-6.635858265406237,-1.604858873989325]",0.7213798681768796,"[0.607544158980394,0.8684885149624609]"
ur5e,single_gn_k1,pink_qp,high_curvature,successful_prefix,40,17.7,"[5.824375000000001,31.075625000000002]",1.1351145038167938,"[1.0405827263267429,1.2641518456880476]"
