method,q,raw_q,accepted,internal_ok,internal_status,native_status,native_return_code,finite,joint_limit_ok,velocity_ok,position_error,orientation_error,verification_reasons,failure_kind,velocity_utilization,velocity_utilization_per_joint,joint_limit_margin,total_latency_ns,conversion_ns,bounds_setup_ns,qp_build_ns,solve_ns,verification_ns,phase_times_ns,accounting_remainder_ns,returned_within_5ms,returned_within_20ms,accepted_within_20ms,budget_ms,qp_time_limit_s,native_setup_ns,native_solve_ns,native_polish_ns,native_run_ns,iterations,qp_primal_residual,qp_dual_residual,qp_objective,raw_bound_excess_rad,bound_roundoff_clip_rad,bound_roundoff_clipped,raw_verifier_accepted,raw_verification_reasons,raw_position_error,raw_orientation_error,native_warnings,native_stdout,lower,upper,seed_q,backup_used,pinocchio_joint_jacobian_and_fk_calls,pink_frame_error_calls,pink_frame_error_jacobian_calls,public_verifier_calls,solver_function_evaluations,native_method_label,robot,uid,site_id,family,repeat,frame,dt,previous_q,target_position,target_rotation,accepted_state_q,source,evaluations,box_qp_updates,native_conversion_ns,native_bounds,taxonomy,trace_instrumented
single_gn_k1,"[-2.0817598233036985,1.4367330305917316,0.0952303172603924,1.2052365545802437,0.6600618824565134,2.2757202643768206]",,False,False,stationary,,,True,True,True,0.0015160615356383969,0.007050709310467525,"[""position_tolerance""]",position_tolerance,0.9999999999990026,,,3118712,,,,,,,,,,False,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,single_bounded_gn,ur5e,e621fdc4f247e6d4f941602738d8470496c5f9695bfc622242db0628c871b460,trajectory_131,high_curvature,2,98,0.02,"[-2.1446916763754316,1.4770198177633307,0.09410529283999552,1.200975459715453,0.6876832430060578,2.2826505515335085]","[0.19764046555437653,-0.08404379224933615,-0.5829618876855436]","[[-0.26739762317106086,-0.01737665771016101,0.9634295837731429],[0.34287211358419417,0.9326832101385683,0.11198546000228321],[-0.9005205299429743,0.36027778351216644,-0.24343930220649626]]","[-2.1446916763754316,1.4770198177633307,0.09410529283999552,1.200975459715453,0.6876832430060578,2.2826505515335085]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_131_single_gn_k1_r2.jsonl.gz,84,15,,,,
trac_task_5ms,"[-3.0380721101616297,1.084900566585492,1.1656264347938294,3.4181745382285946,-1.716464126116148,0.3706394022028295]",,False,False,native_no_solution,,-3,True,True,True,0.01082632902963065,0.02810608569298567,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,5241782,3826,26427,,5021361,160600,,29568,False,True,False,5,,9154,5021361,,,,,,,,,,,,,,,,"[-3.101003963233425,1.0219687135136963,1.1026945817220337,3.3552426851567994,-1.7793959791879437,0.30770754913103365]","[-2.9751402570898344,1.1478324196572878,1.2285582878656252,3.48110639130039,-1.6535322730443522,0.4335712552746253]","[-3.0380721101616297,1.084900566585492,1.1656264347938294,3.4181745382285946,-1.716464126116148,0.3706394022028295]",,,,,,,trac_task_5ms,ur5e,d8bd9c0af720100e6fbad9dc449e632c6315fd52b2c3b6c2293cdb3413fa78f8,trajectory_038,smooth,0,93,0.02,"[-3.0380721101616297,1.084900566585492,1.1656264347938294,3.4181745382285946,-1.716464126116148,0.3706394022028295]","[0.07228279663606188,-0.11243763927284252,-0.6565068862019143]","[[-0.0006660984483994125,0.6360718344174033,0.7716295599403489],[0.9273753275070223,-0.2882983207876981,0.23845142096921262],[0.37413173915627657,0.7157490479853068,-0.5896852906966792]]","[-3.0380721101616297,1.084900566585492,1.1656264347938294,3.4181745382285946,-1.716464126116148,0.3706394022028295]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_038_trac_task_5ms_r0.jsonl.gz,,,275,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
trac_task_5ms,"[6.250408677044387,-1.6385578811344252,-0.24007244359154103,-0.1043400265912165,0.13469308136875896,-2.618546408036422]",,False,False,native_no_solution,,-3,True,True,True,0.009671503742569204,0.007484281499463671,"[""position_tolerance""]",internal_nonconvergence+position_tolerance,0.0,,,5209696,4052,26268,,5016322,133654,,29400,False,True,False,5,,8396,5016322,,,,,,,,,,,,,,,,"[6.187476823972592,-1.701489734206221,-0.30300429666333684,-0.16727187966301235,0.0717612282969631,-2.681478261108217]","[6.283185307179585,-1.5756260280626295,-0.1771405905197452,-0.04140817351942063,0.19762493444055482,-2.5556145549646265]","[6.250408677044387,-1.6385578811344252,-0.24007244359154103,-0.1043400265912165,0.13469308136875896,-2.618546408036422]",,,,,,,trac_task_5ms,ur5e,a1dcd3f9d2d0215aeb629414e6ebd203f2345395673d63274b4465e0847d6ccb,trajectory_089,joint_limit_return,1,60,0.02,"[6.250408677044387,-1.6385578811344252,-0.24007244359154103,-0.1043400265912165,0.13469308136875896,-2.618546408036422]","[-0.06363364231136456,0.23374472995391368,1.0131031029034923]","[[0.10661954494279473,0.9940149566200179,-0.023802072428574024],[-0.12591634030196103,0.03724403208829923,0.9913414937945281],[0.9862947570990896,-0.10269930909947478,0.12913366729609452]]","[6.250408677044387,-1.6385578811344252,-0.24007244359154103,-0.1043400265912165,0.13469308136875896,-2.618546408036422]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_089_trac_task_5ms_r1.jsonl.gz,,,335,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
pink_qp,"[-2.6773452864102043,-0.12895048455259742,0.40515647154607587,3.028037847354287,0.011405110298511479,2.6877926862250843]","[-2.6773452864102043,-0.12895048455259742,0.40515647154607587,3.028037847354287,0.011405110298511479,2.6877926862250843]",False,False,maximum iterations reached,maximum iterations reached,7,True,True,False,0.00043615028473400493,0.000397744479648122,"[""velocity_limit""]",internal_nonconvergence+velocity_limit,1.2782843475446506,"[0.19647512526161878,0.43442059320582543,0.9551387474769538,0.35420046926719556,0.15789776339762654,1.2782843475446506]",2.7364361820437173,976271,6524,21901,145464,686275,115557,"{""conversion_ns"":6524,""bounds_setup_ns"":21901,""qp_build_ns"":145464,""solve_ns"":686275,""verification_ns"":115557}",550,True,True,False,18.0,0.018,13147,337067,0,350214,2000,0.017512949671861067,0.003109178520744628,-66.62490835805488,0.017512949671861122,0.0,False,False,"[""velocity_limit""]",0.00043615028473400493,0.000397744479648122,"[""OSQP exited with status 'maximum iterations reached'""]",,"[-2.7526416831972265,-0.21922123056738466,0.40233326979367884,2.987396486172376,-0.06146354161978901,2.5444160304096326]","[-2.626777977053636,-0.09335752442379297,0.5281969759372704,3.1132601923159666,0.06440016452380272,2.670279736553223]","[-2.689709830125431,-0.15628937749558883,0.46526512286547467,3.0503283392441713,0.0014683114520068572,2.607347883481428]",False,1,1,1,1,,pink_qp,ur5e,7707342c2b3de4fcbd79ac4f834aa60b52752614ffb53de30168eb3333874836,trajectory_144,high_curvature,1,50,0.02,"[-2.689709830125431,-0.15628937749558883,0.46526512286547467,3.0503283392441713,0.0014683114520068572,2.607347883481428]","[-0.6237590384548591,-0.5727917248250886,0.2089827292132403]","[[0.8517725253864106,0.25455197125634954,0.4579157771101179],[0.4382658878343167,0.13271041369387662,-0.8889943518706955],[-0.2870654569216832,0.9579098287556649,0.0014776385344690648]]","[-2.689709830125431,-0.15628937749558883,0.46526512286547467,3.0503283392441713,0.0014683114520068572,2.607347883481428]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_144_pink_qp_r1.jsonl.gz,,,,,,
pink_qp,"[5.496110264924931,2.585846917388892,-1.9724010704775194,-3.3456590159826702,3.1736473002743297,-2.81259980876874]","[5.496110264924931,2.585846917388892,-1.9724010704775194,-3.3456590159826702,3.1736473002743297,-2.81259980876874]",False,False,maximum iterations reached,maximum iterations reached,7,True,True,False,0.0001255405788000416,0.0002017994621495895,"[""velocity_limit""]",internal_nonconvergence+velocity_limit,1.0139369773009275,"[0.09592630088563396,0.29289981332075665,0.19086943422879865,0.8249334179544444,0.04631921223462476,1.0139369773009275]",0.7870750422546555,963800,6374,21955,139739,679407,115772,"{""conversion_ns"":6374,""bounds_setup_ns"":21955,""qp_build_ns"":139739,""solve_ns"":679407,""verification_ns"":115772}",553,True,True,False,18.0,0.018,13206,335045,0,348251,2000,0.0008770798077673357,4.587956921336849e-05,-2.2230367777379834,0.0008770798077675224,0.0,False,False,"[""velocity_limit""]",0.0001255405788000416,0.0002017994621495895,"[""OSQP exited with status 'maximum iterations reached'""]",,"[5.439215231726191,2.541347792333755,-2.0473446907400983,-3.356676280401742,3.113630401061285,-2.8117227289609725]","[5.565078937869782,2.6672114984773456,-1.9214809845965073,-3.2308125742581515,3.2394941072048757,-2.685859022817382]","[5.502147084797986,2.6042796454055503,-1.984412837668303,-3.2937444273299468,3.1765622541330805,-2.7487908758891773]",False,1,1,1,1,,pink_qp,ur5e,bad5e5c0fcc0674d2f204b7d752f89b1ce0e189c061a241d4a153ad0c78947d9,trajectory_044,near_singular,1,84,0.02,"[5.502147084797986,2.6042796454055503,-1.984412837668303,-3.2937444273299468,3.1765622541330805,-2.7487908758891773]","[0.025522439874293784,0.02220624981407067,-0.19719142577050644]","[[0.724891828851523,0.04956465421187273,-0.6870772747785739],[-0.6841901081534315,-0.06417150853718802,-0.7264749915840583],[-0.08009826695559827,0.9967072602047803,-0.0126057560578747]]","[5.502147084797986,2.6042796454055503,-1.984412837668303,-3.2937444273299468,3.1765622541330805,-2.7487908758891773]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_044_pink_qp_r1.jsonl.gz,,,,,,
pink_qp,"[6.198048233345675,2.1747335608861413,-1.6659101764881397,0.9774870038063368,0.8301426365394936,-1.5483809787425211]","[6.198048233345675,2.1747335608861413,-1.6659101764881397,0.9774870038063368,0.8301426365394936,-1.5483809787425211]",False,True,solved,solved,1,True,True,True,0.0017393073039322672,0.010478571885621174,"[""position_tolerance"",""orientation_tolerance""]",position_tolerance+orientation_tolerance,0.9999999999999976,"[0.865085543887959,0.02095547427482267,0.0837653127507003,0.6096775559610714,0.18264157690992575,0.9999999999999976]",0.085137073833911,680249,6608,21763,138779,397222,115129,"{""conversion_ns"":6608,""bounds_setup_ns"":21763,""qp_build_ns"":138779,""solve_ns"":397222,""verification_ns"":115129}",748,True,True,False,18.0,0.018,14567,49026,6544,70137,275,7.071745725662124e-17,5.124503648151455e-13,-33.70333474752878,0.0,0.0,False,False,"[""position_tolerance"",""orientation_tolerance""]",0.0017393073039322672,0.010478571885621174,[],,"[6.080674943931388,2.110482940986233,-1.7235705232053953,0.9529232891074548,0.7557168105848013,-1.6742446848861126]","[6.206538650074979,2.2363466471298237,-1.5977068170618038,1.0787869952510463,0.8815805167283928,-1.5483809787425211]","[6.143606797003184,2.1734147940580284,-1.6606386701335996,1.0158551421792505,0.818648663656597,-1.6113128318143168]",False,1,1,1,1,,pink_qp,ur5e,455df4f337dd869ec3d041361009426d63667b3c1f9fd5dc147bf06e9798ebbe,trajectory_097,joint_limit_return,1,8,0.02,"[6.143606797003184,2.1734147940580284,-1.6606386701335996,1.0158551421792505,0.818648663656597,-1.6113128318143168]","[0.025124725569505204,0.20083425682986955,-0.46012014309163213]","[[-0.9926062128105452,0.02928663391416981,0.11779303614341624],[0.10024050268130767,0.7450241502780194,0.6594625517227751],[-0.06844521832900742,0.6663942591112956,-0.742451307165259]]","[6.143606797003184,2.1734147940580284,-1.6606386701335996,1.0158551421792505,0.818648663656597,-1.6113128318143168]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_097_pink_qp_r1.jsonl.gz,,,,,,
trac_task_20ms,"[-2.530459095795455,3.835498781844922,1.9426663007615512,-5.775133222570225,-0.03415957583232514,2.7387513174312534]",,False,False,native_no_solution,,-3,True,True,True,0.0012959377742721302,0.020945379862259483,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,20257815,3538,20921,,20022615,182722,,28019,False,False,False,20,,5862,20022615,,,,,,,,,,,,,,,,"[-2.5933909488672504,3.7725669287731267,1.8797344476897555,-5.83806507564202,-0.097091428904121,2.675819464359458]","[-2.46752724272366,3.8984306349167173,2.0055981538333465,-5.7122013694984295,0.02877227723947073,2.8016831705030487]","[-2.530459095795455,3.835498781844922,1.9426663007615512,-5.775133222570225,-0.03415957583232514,2.7387513174312534]",,,,,,,trac_task_20ms,ur5e,c173bc1217a828de6205bf0d0c767d2505fbe856597d39d948838ce9d559a094,trajectory_071,near_singular,1,98,0.02,"[-2.530459095795455,3.835498781844922,1.9426663007615512,-5.775133222570225,-0.03415957583232514,2.7387513174312534]","[0.12374480429894816,-0.19850231707264,0.5254079015733212]","[[-0.7256652630745138,-0.32841941229841176,0.6046078196587953],[-0.5553277109113942,-0.23924595205094382,-0.7964750516627299],[0.40622784180913474,-0.9137297543873698,-0.00876792371598167]]","[-2.530459095795455,3.835498781844922,1.9426663007615512,-5.775133222570225,-0.03415957583232514,2.7387513174312534]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_071_trac_task_20ms_r1.jsonl.gz,,,244,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
pink_qp,"[-0.4897783121548721,-1.3853260270593843,-0.7036391062500013,0.06617516905130155,-0.7805716951500905,-1.0168389168904157]","[-0.4897783121548721,-1.3853260270593843,-0.7036391062500013,0.06617516905130155,-0.7805716951500905,-1.016838916890416]",False,True,solved,solved,1,True,True,True,0.0011801147137840086,0.0013443153320721259,"[""position_tolerance""]",position_tolerance,0.9999999999999958,"[0.41337763872921623,0.8121102513075562,0.5168342332962242,0.4895107746225807,0.38264467481448844,0.9999999999999958]",2.437953547339792,742895,6395,21751,131922,382149,200115,"{""conversion_ns"":6395,""bounds_setup_ns"":21751,""qp_build_ns"":131922,""solve_ns"":382149,""verification_ns"":200115}",563,True,True,False,18.0,0.018,12926,41295,7195,61416,225,1.2212453270876723e-16,3.912406897472298e-12,-282.1714364624554,2.220446049250313e-16,2.220446049250313e-16,True,False,"[""position_tolerance""]",0.0011801147137840086,0.0013443153320721476,[],,"[-0.5266955444029949,-1.3971502771177937,-0.7990962953540692,-0.027562504166103546,-0.8675840866760167,-1.0168389168904157]","[-0.40083183825940333,-1.2712865709742023,-0.6732325892104778,0.09830120197748818,-0.7417203805324253,-0.8909752107468244]","[-0.46376369133119916,-1.334218424045998,-0.7361644422822735,0.03536934890569232,-0.804652233604221,-0.9539070638186201]",False,1,1,1,2,,pink_qp,ur5e,1a2793db2858cf7ab0a6fa5cbe25d57b2d95eb513f8d9365e6d7fd41703b3766,trajectory_140,high_curvature,0,66,0.02,"[-0.46376369133119916,-1.334218424045998,-0.7361644422822735,0.03536934890569232,-0.804652233604221,-0.9539070638186201]","[0.09939649106762817,0.17694970725453615,0.9016291319089746]","[[0.6456661144534706,-0.4659686535882141,0.6049698195114733],[-0.7628475194196025,-0.42921601628706163,0.48356723780465555],[0.03433556118541011,-0.7737227056483813,-0.6325932690143257]]","[-0.46376369133119916,-1.334218424045998,-0.7361644422822735,0.03536934890569232,-0.804652233604221,-0.9539070638186201]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_140_pink_qp_r0.jsonl.gz,,,,,,
trac_task_20ms,"[-2.6484534777754796,-0.18185610542495428,0.5379030770023608,3.0951554785151485,0.033530251148173026,2.6096755927840287]",,False,False,native_no_solution,,-3,True,True,True,0.01767090177871224,0.0499795810444334,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,20282302,4205,25792,,20022885,196400,,33020,False,False,False,20,,7044,20022885,,,,,,,,,,,,,,,,"[-2.711385330847275,-0.24478795849675014,0.474971223930565,3.032223625443353,-0.02940160192362284,2.5467437397122334]","[-2.5855216247036843,-0.11892425235315843,0.6008349300741566,3.1580873315869438,0.09646210421996888,2.672607445855824]","[-2.6484534777754796,-0.18185610542495428,0.5379030770023608,3.0951554785151485,0.033530251148173026,2.6096755927840287]",,,,,,,trac_task_20ms,ur5e,7707342c2b3de4fcbd79ac4f834aa60b52752614ffb53de30168eb3333874836,trajectory_144,high_curvature,0,53,0.02,"[-2.6484534777754796,-0.18185610542495428,0.5379030770023608,3.0951554785151485,0.033530251148173026,2.6096755927840287]","[-0.5974306228445425,-0.5970952482402196,0.18479799423275742]","[[0.8363242370950202,0.1506865368429166,0.5271198517052081],[0.5171658600804784,0.10223576265100096,-0.8497572135630197],[-0.18193747171666266,0.9832809448217007,0.007572313774010264]]","[-2.6484534777754796,-0.18185610542495428,0.5379030770023608,3.0951554785151485,0.033530251148173026,2.6096755927840287]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_144_trac_task_20ms_r0.jsonl.gz,,,311,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
trac_task_5ms,"[-0.23047298862545934,4.80066771890613,-0.09080647916175463,-3.778370975431502,3.005690160527199,0.9669968437349548]",,False,False,native_no_solution,,-3,True,True,True,0.004685993939980818,0.007919636030870484,"[""position_tolerance""]",internal_nonconvergence+position_tolerance,0.0,,,5212553,4521,28305,,5014054,135587,,30086,False,True,False,5,,8287,5014054,,,,,,,,,,,,,,,,"[-0.29340484169725517,4.737735865834335,-0.15373833223355046,-3.8413028285032973,2.942758307455404,0.904064990663159]","[-0.16754113555366348,4.863599571977925,-0.027874626089958766,-3.7154391223597067,3.0686220135989943,1.0299286968067505]","[-0.23047298862545934,4.80066771890613,-0.09080647916175463,-3.778370975431502,3.005690160527199,0.9669968437349548]",,,,,,,trac_task_5ms,ur5e,a11a9cb9acf1dc8dde81e8950d00399d055990e4d6112f37dba444d46d0fd22d,trajectory_041,near_singular,2,92,0.02,"[-0.23047298862545934,4.80066771890613,-0.09080647916175463,-3.778370975431502,3.005690160527199,0.9669968437349548]","[-0.031293839598608895,0.04215979779629905,0.9073773205551684]","[[0.9878210855472419,-0.05948753518736707,-0.1437732106673584],[-0.14952537412145656,-0.10739019682953314,-0.9829086977531296],[0.04303098235117674,0.9924356799220018,-0.11497719676373576]]","[-0.23047298862545934,4.80066771890613,-0.09080647916175463,-3.778370975431502,3.005690160527199,0.9669968437349548]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_041_trac_task_5ms_r2.jsonl.gz,,,428,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
trac_task_5ms,"[1.7419193065140135,-2.112406137808438,1.0237601444699083,0.4992839580092299,2.996678690778168,2.476402959209891]",,False,False,native_no_solution,,-3,True,True,True,0.008537604140163876,0.03896174482920085,"[""position_tolerance"",""orientation_tolerance""]",internal_nonconvergence+position_tolerance+orientation_tolerance,0.0,,,5243877,4989,29558,,5015646,160659,,33025,False,True,False,5,,8517,5015646,,,,,,,,,,,,,,,,"[1.6789874534422178,-2.1753379908802333,0.9608282913981125,0.4363521049374341,2.933746837706373,2.4134711061380956]","[1.8048511595858092,-2.0494742847366427,1.086691997541704,0.5622158110810257,3.0596105438499634,2.539334812281686]","[1.7419193065140135,-2.112406137808438,1.0237601444699083,0.4992839580092299,2.996678690778168,2.476402959209891]",,,,,,,trac_task_5ms,ur5e,0feef86abbdffbf56da2030987cdb7582310e2bf877e0958c4748047fc98589a,trajectory_124,high_curvature,0,74,0.02,"[1.7419193065140135,-2.112406137808438,1.0237601444699083,0.4992839580092299,2.996678690778168,2.476402959209891]","[-0.0394161746381146,0.030568930454692455,0.7941016909040879]","[[0.27014607051280565,0.09425594486839138,0.9581946135537691],[-0.9560029994664331,-0.09195194766401923,0.2785733374391329],[0.11436505409290777,-0.9912924170888024,0.06526850867429096]]","[1.7419193065140135,-2.112406137808438,1.0237601444699083,0.4992839580092299,2.996678690778168,2.476402959209891]",outputs/single_solver_evidence/trajectories_ur5e/runs/ur5e_trajectory_124_trac_task_5ms_r0.jsonl.gz,,,279,"[0.0005773502691896257,0.0005773502691896257,0.0005773502691896257,0.00503833156733364,0.00503833156733364,0.00503833156733364]",internal_failure__task_reject,False
