input_id,site_id,uid,method,repeats,accepted_count,internal_success_count,native_return_codes,position_error_m,orientation_error_rad,velocity_utilization,latency_ms,failure_reasons,known_legal_command_witness
state_13_candidate_05,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 2.952194247329346e-07, 'p50': 2.952194247329346e-07, 'p95': 2.952194247329346e-07, 'p99': 2.952194247329346e-07, 'max': 2.952194247329346e-07}","{'n': 5, 'mean': 1.1218666622803755e-06, 'p50': 1.1218666622803755e-06, 'p95': 1.1218666622803755e-06, 'p99': 1.1218666622803755e-06, 'max': 1.1218666622803755e-06}","{'n': 5, 'mean': 0.3032477194547662, 'p50': 0.3032477194547662, 'p95': 0.3032477194547662, 'p99': 0.3032477194547662, 'max': 0.3032477194547662}","{'n': 5, 'mean': 0.278147, 'p50': 0.26839, 'p95': 0.309483, 'p99': 0.3112334, 'max': 0.311671}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_05_L1_dls_prediction.json
state_13_candidate_05,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00010063789212932811, 'p50': 0.0001006378921293281, 'p95': 0.0001006378921293281, 'p99': 0.0001006378921293281, 'max': 0.0001006378921293281}","{'n': 5, 'mean': 0.00031809249154791496, 'p50': 0.00031809249154791496, 'p95': 0.00031809249154791496, 'p99': 0.00031809249154791496, 'max': 0.00031809249154791496}","{'n': 5, 'mean': 0.5366032369413872, 'p50': 0.5366032369413872, 'p95': 0.5366032369413872, 'p99': 0.5366032369413872, 'max': 0.5366032369413872}","{'n': 5, 'mean': 0.2514604, 'p50': 0.238624, 'p95': 0.3177888, 'p99': 0.32470415999999996, 'max': 0.326433}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_05_L1_dls_prediction.json
state_13_candidate_05,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,dls_strict,1,1,0,[None],"{'n': 1, 'mean': 9.67986583350509e-06, 'p50': 9.67986583350509e-06, 'p95': 9.67986583350509e-06, 'p99': 9.67986583350509e-06, 'max': 9.67986583350509e-06}","{'n': 1, 'mean': 1.0204112972888657e-05, 'p50': 1.0204112972888657e-05, 'p95': 1.0204112972888657e-05, 'p99': 1.0204112972888657e-05, 'max': 1.0204112972888657e-05}","{'n': 1, 'mean': 0.19587357304249245, 'p50': 0.19587357304249245, 'p95': 0.19587357304249245, 'p99': 0.19587357304249245, 'max': 0.19587357304249245}","{'n': 1, 'mean': 9.614429, 'p50': 9.614429, 'p95': 9.614429, 'p99': 9.614429, 'max': 9.614429}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_05_L1_dls_prediction.json
state_13_candidate_05,state_13,0041eb55dd40437ac17fe39ad8e73df25d7db92ccc7ab532775994d081047948,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.000139404361148806, 'p50': 0.000139404361148806, 'p95': 0.000139404361148806, 'p99': 0.000139404361148806, 'max': 0.000139404361148806}","{'n': 1, 'mean': 0.00032135075927984855, 'p50': 0.00032135075927984855, 'p95': 0.00032135075927984855, 'p99': 0.00032135075927984855, 'max': 0.00032135075927984855}","{'n': 1, 'mean': 0.19319992685184795, 'p50': 0.19319992685184795, 'p95': 0.19319992685184795, 'p99': 0.19319992685184795, 'max': 0.19319992685184795}","{'n': 1, 'mean': 0.727305, 'p50': 0.727305, 'p95': 0.727305, 'p99': 0.727305, 'max': 0.727305}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_13_candidate_05_L1_dls_prediction.json
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.9653293503042582e-08, 'p50': 1.9653293503042582e-08, 'p95': 1.9653293503042582e-08, 'p99': 1.9653293503042582e-08, 'max': 1.9653293503042582e-08}","{'n': 5, 'mean': 2.4049707453241113e-08, 'p50': 2.4049707453241113e-08, 'p95': 2.4049707453241113e-08, 'p99': 2.4049707453241113e-08, 'max': 2.4049707453241113e-08}","{'n': 5, 'mean': 0.20883796021018294, 'p50': 0.20883796021018297, 'p95': 0.20883796021018297, 'p99': 0.20883796021018297, 'max': 0.20883796021018297}","{'n': 5, 'mean': 0.35975539999999995, 'p50': 0.376462, 'p95': 0.5618152, 'p99': 0.58160544, 'max': 0.586553}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_00_L1_dls_prediction.json
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00011705581096522234, 'p50': 0.00011705581096522234, 'p95': 0.00011705581096522234, 'p99': 0.00011705581096522234, 'max': 0.00011705581096522234}","{'n': 5, 'mean': 0.00019831707904523349, 'p50': 0.00019831707904523349, 'p95': 0.00019831707904523349, 'p99': 0.00019831707904523349, 'max': 0.00019831707904523349}","{'n': 5, 'mean': 0.21745936596035312, 'p50': 0.21745936596035312, 'p95': 0.21745936596035312, 'p99': 0.21745936596035312, 'max': 0.21745936596035312}","{'n': 5, 'mean': 0.26863739999999997, 'p50': 0.252171, 'p95': 0.35831599999999997, 'p99': 0.37287359999999997, 'max': 0.376513}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_00_L1_dls_prediction.json
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.9653293503042582e-08, 'p50': 1.9653293503042582e-08, 'p95': 1.9653293503042582e-08, 'p99': 1.9653293503042582e-08, 'max': 1.9653293503042582e-08}","{'n': 5, 'mean': 2.4049707453241113e-08, 'p50': 2.4049707453241113e-08, 'p95': 2.4049707453241113e-08, 'p99': 2.4049707453241113e-08, 'max': 2.4049707453241113e-08}","{'n': 5, 'mean': 0.20883796021018294, 'p50': 0.20883796021018297, 'p95': 0.20883796021018297, 'p99': 0.20883796021018297, 'max': 0.20883796021018297}","{'n': 5, 'mean': 0.3942422, 'p50': 0.406362, 'p95': 0.5199882, 'p99': 0.52400724, 'max': 0.525012}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_00_L1_dls_prediction.json
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00022305439565654768, 'p50': 0.00011705581096522234, 'p95': 0.0005410501497305236, 'p99': 0.000625849017483584, 'max': 0.0006470487344218491}","{'n': 5, 'mean': 0.0012292079462745047, 'p50': 0.00019831707904523349, 'p95': 0.004321880547962316, 'p99': 0.005146593241745733, 'max': 0.005352771415191588}","{'n': 5, 'mean': 0.21770752639516822, 'p50': 0.21745936596035312, 'p95': 0.2184520076996136, 'p99': 0.2186505360474657, 'max': 0.21870016813442872}","{'n': 5, 'mean': 0.2520854, 'p50': 0.25012, 'p95': 0.3208018, 'p99': 0.33146676, 'max': 0.334133}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_00_L1_dls_prediction.json
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_strict,1,1,1,[None],"{'n': 1, 'mean': 1.96722550006503e-08, 'p50': 1.96722550006503e-08, 'p95': 1.96722550006503e-08, 'p99': 1.96722550006503e-08, 'max': 1.96722550006503e-08}","{'n': 1, 'mean': 2.4040061807747485e-08, 'p50': 2.4040061807747485e-08, 'p95': 2.4040061807747485e-08, 'p99': 2.4040061807747485e-08, 'max': 2.4040061807747485e-08}","{'n': 1, 'mean': 0.2088379644523146, 'p50': 0.2088379644523146, 'p95': 0.2088379644523146, 'p99': 0.2088379644523146, 'max': 0.2088379644523146}","{'n': 1, 'mean': 0.979603, 'p50': 0.979603, 'p95': 0.979603, 'p99': 0.979603, 'max': 0.979603}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_00_L1_dls_prediction.json
state_08_candidate_00,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00011705581619088892, 'p50': 0.00011705581619088892, 'p95': 0.00011705581619088892, 'p99': 0.00011705581619088892, 'max': 0.00011705581619088892}","{'n': 1, 'mean': 0.0001983170957011359, 'p50': 0.0001983170957011359, 'p95': 0.0001983170957011359, 'p99': 0.0001983170957011359, 'max': 0.0001983170957011359}","{'n': 1, 'mean': 0.21745936996408727, 'p50': 0.21745936996408727, 'p95': 0.21745936996408727, 'p99': 0.21745936996408727, 'max': 0.21745936996408727}","{'n': 1, 'mean': 0.700327, 'p50': 0.700327, 'p95': 0.700327, 'p99': 0.700327, 'max': 0.700327}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_00_L1_dls_prediction.json
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.9499207157314054e-08, 'p50': 1.9499207157314054e-08, 'p95': 1.9499207157314054e-08, 'p99': 1.9499207157314054e-08, 'max': 1.9499207157314054e-08}","{'n': 5, 'mean': 2.3204705281028734e-08, 'p50': 2.3204705281028734e-08, 'p95': 2.3204705281028734e-08, 'p99': 2.3204705281028734e-08, 'max': 2.3204705281028734e-08}","{'n': 5, 'mean': 0.20903355511303118, 'p50': 0.20903355511303115, 'p95': 0.20903355511303115, 'p99': 0.20903355511303115, 'max': 0.20903355511303115}","{'n': 5, 'mean': 0.2587882, 'p50': 0.215198, 'p95': 0.41708239999999996, 'p99': 0.45535728, 'max': 0.464926}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_01_L1_dls_prediction.json
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00011713889889224131, 'p50': 0.00011713889889224131, 'p95': 0.00011713889889224131, 'p99': 0.00011713889889224131, 'max': 0.00011713889889224131}","{'n': 5, 'mean': 0.00019881643899424253, 'p50': 0.00019881643899424253, 'p95': 0.00019881643899424253, 'p99': 0.00019881643899424253, 'max': 0.00019881643899424253}","{'n': 5, 'mean': 0.21764766529189314, 'p50': 0.21764766529189317, 'p95': 0.21764766529189317, 'p99': 0.21764766529189317, 'max': 0.21764766529189317}","{'n': 5, 'mean': 0.3196926, 'p50': 0.250965, 'p95': 0.492196, 'p99': 0.497788, 'max': 0.499186}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_01_L1_dls_prediction.json
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.9499207157314054e-08, 'p50': 1.9499207157314054e-08, 'p95': 1.9499207157314054e-08, 'p99': 1.9499207157314054e-08, 'max': 1.9499207157314054e-08}","{'n': 5, 'mean': 2.3204705281028734e-08, 'p50': 2.3204705281028734e-08, 'p95': 2.3204705281028734e-08, 'p99': 2.3204705281028734e-08, 'max': 2.3204705281028734e-08}","{'n': 5, 'mean': 0.20903355511303118, 'p50': 0.20903355511303115, 'p95': 0.20903355511303115, 'p99': 0.20903355511303115, 'max': 0.20903355511303115}","{'n': 5, 'mean': 0.31258379999999997, 'p50': 0.225036, 'p95': 0.4783398, 'p99': 0.48940476, 'max': 0.492171}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_01_L1_dls_prediction.json
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00022462319649314111, 'p50': 0.00011713889889224131, 'p95': 0.0005470760892958404, 'p99': 0.0006330635273765604, 'max': 0.0006545603868967403}","{'n': 5, 'mean': 0.0012346301222763772, 'p50': 0.00019881643899424253, 'p95': 0.00434207117212278, 'p99': 0.0051707221187484885, 'max': 0.005377884855404916}","{'n': 5, 'mean': 0.2177719816428314, 'p50': 0.21764766529189317, 'p95': 0.21814493069564606, 'p99': 0.21824438377639666, 'max': 0.2182692470465843}","{'n': 5, 'mean': 0.349105, 'p50': 0.245463, 'p95': 0.5500822, 'p99': 0.56121484, 'max': 0.563998}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_01_L1_dls_prediction.json
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_strict,1,1,1,[None],"{'n': 1, 'mean': 1.9518242931308908e-08, 'p50': 1.9518242931308908e-08, 'p95': 1.9518242931308908e-08, 'p99': 1.9518242931308908e-08, 'max': 1.9518242931308908e-08}","{'n': 1, 'mean': 2.3195555410479656e-08, 'p50': 2.3195555410479656e-08, 'p95': 2.3195555410479656e-08, 'p99': 2.3195555410479656e-08, 'max': 2.3195555410479656e-08}","{'n': 1, 'mean': 0.20903355933031514, 'p50': 0.20903355933031514, 'p95': 0.20903355933031514, 'p99': 0.20903355933031514, 'max': 0.20903355933031514}","{'n': 1, 'mean': 0.940848, 'p50': 0.940848, 'p95': 0.940848, 'p99': 0.940848, 'max': 0.940848}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_01_L1_dls_prediction.json
state_08_candidate_01,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00011713890196202688, 'p50': 0.00011713890196202688, 'p95': 0.00011713890196202688, 'p99': 0.00011713890196202688, 'max': 0.00011713890196202688}","{'n': 1, 'mean': 0.00019881645665973337, 'p50': 0.00019881645665973337, 'p95': 0.00019881645665973337, 'p99': 0.00019881645665973337, 'max': 0.00019881645665973337}","{'n': 1, 'mean': 0.21764766901227597, 'p50': 0.21764766901227597, 'p95': 0.21764766901227597, 'p99': 0.21764766901227597, 'max': 0.21764766901227597}","{'n': 1, 'mean': 0.833794, 'p50': 0.833794, 'p95': 0.833794, 'p99': 0.833794, 'max': 0.833794}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_01_L1_dls_prediction.json
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.9815191706520836e-08, 'p50': 1.9815191706520836e-08, 'p95': 1.9815191706520836e-08, 'p99': 1.9815191706520836e-08, 'max': 1.9815191706520836e-08}","{'n': 5, 'mean': 2.490660117910605e-08, 'p50': 2.490660117910605e-08, 'p95': 2.490660117910605e-08, 'p99': 2.490660117910605e-08, 'max': 2.490660117910605e-08}","{'n': 5, 'mean': 0.20864121793372176, 'p50': 0.20864121793372176, 'p95': 0.20864121793372176, 'p99': 0.20864121793372176, 'max': 0.20864121793372176}","{'n': 5, 'mean': 0.24044959999999999, 'p50': 0.215748, 'p95': 0.3516678, 'p99': 0.37783436, 'max': 0.384376}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_02_L1_dls_prediction.json
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00011697342551009132, 'p50': 0.00011697342551009132, 'p95': 0.00011697342551009132, 'p99': 0.00011697342551009132, 'max': 0.00011697342551009132}","{'n': 5, 'mean': 0.0001978240970723489, 'p50': 0.00019782409707234892, 'p95': 0.00019782409707234892, 'p99': 0.00019782409707234892, 'max': 0.00019782409707234892}","{'n': 5, 'mean': 0.2172699705179097, 'p50': 0.21726997051790972, 'p95': 0.21726997051790972, 'p99': 0.21726997051790972, 'max': 0.21726997051790972}","{'n': 5, 'mean': 0.28808359999999994, 'p50': 0.275239, 'p95': 0.44946499999999995, 'p99': 0.4798202, 'max': 0.487409}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_02_L1_dls_prediction.json
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.9815191706520836e-08, 'p50': 1.9815191706520836e-08, 'p95': 1.9815191706520836e-08, 'p99': 1.9815191706520836e-08, 'max': 1.9815191706520836e-08}","{'n': 5, 'mean': 2.490660117910605e-08, 'p50': 2.490660117910605e-08, 'p95': 2.490660117910605e-08, 'p99': 2.490660117910605e-08, 'max': 2.490660117910605e-08}","{'n': 5, 'mean': 0.20864121793372176, 'p50': 0.20864121793372176, 'p95': 0.20864121793372176, 'p99': 0.20864121793372176, 'max': 0.20864121793372176}","{'n': 5, 'mean': 0.3057662, 'p50': 0.237283, 'p95': 0.4415346, 'p99': 0.44444852, 'max': 0.445177}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_02_L1_dls_prediction.json
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00011697342551009132, 'p50': 0.00011697342551009132, 'p95': 0.00011697342551009132, 'p99': 0.00011697342551009132, 'max': 0.00011697342551009132}","{'n': 5, 'mean': 0.0001978240970723489, 'p50': 0.00019782409707234892, 'p95': 0.00019782409707234892, 'p99': 0.00019782409707234892, 'max': 0.00019782409707234892}","{'n': 5, 'mean': 0.2172699705179097, 'p50': 0.21726997051790972, 'p95': 0.21726997051790972, 'p99': 0.21726997051790972, 'max': 0.21726997051790972}","{'n': 5, 'mean': 0.27241460000000006, 'p50': 0.208564, 'p95': 0.4607482, 'p99': 0.49993444000000004, 'max': 0.509731}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_02_L1_dls_prediction.json
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_strict,1,1,1,[None],"{'n': 1, 'mean': 1.9834074471813668e-08, 'p50': 1.9834074471813668e-08, 'p95': 1.9834074471813668e-08, 'p99': 1.9834074471813668e-08, 'max': 1.9834074471813668e-08}","{'n': 1, 'mean': 2.4896458608677906e-08, 'p50': 2.4896458608677906e-08, 'p95': 2.4896458608677906e-08, 'p99': 2.4896458608677906e-08, 'max': 2.4896458608677906e-08}","{'n': 1, 'mean': 0.20864122220124082, 'p50': 0.20864122220124082, 'p95': 0.20864122220124082, 'p99': 0.20864122220124082, 'max': 0.20864122220124082}","{'n': 1, 'mean': 1.074341, 'p50': 1.074341, 'p95': 1.074341, 'p99': 1.074341, 'max': 1.074341}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_02_L1_dls_prediction.json
state_08_candidate_02,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00011697343294950542, 'p50': 0.00011697343294950542, 'p95': 0.00011697343294950542, 'p99': 0.00011697343294950542, 'max': 0.00011697343294950542}","{'n': 1, 'mean': 0.00019782411269063556, 'p50': 0.00019782411269063556, 'p95': 0.00019782411269063556, 'p99': 0.00019782411269063556, 'max': 0.00019782411269063556}","{'n': 1, 'mean': 0.21726997481340335, 'p50': 0.21726997481340335, 'p95': 0.21726997481340335, 'p99': 0.21726997481340335, 'max': 0.21726997481340335}","{'n': 1, 'mean': 0.620835, 'p50': 0.620835, 'p95': 0.620835, 'p99': 0.620835, 'max': 0.620835}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_02_L1_dls_prediction.json
state_08_candidate_03,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.935282351616278e-08, 'p50': 1.935282351616278e-08, 'p95': 1.935282351616278e-08, 'p99': 1.935282351616278e-08, 'max': 1.935282351616278e-08}","{'n': 5, 'mean': 2.2372126610021016e-08, 'p50': 2.2372126610021016e-08, 'p95': 2.2372126610021016e-08, 'p99': 2.2372126610021016e-08, 'max': 2.2372126610021016e-08}","{'n': 5, 'mean': 0.2092280087655995, 'p50': 0.2092280087655995, 'p95': 0.2092280087655995, 'p99': 0.2092280087655995, 'max': 0.2092280087655995}","{'n': 5, 'mean': 0.2584848, 'p50': 0.20949, 'p95': 0.42967599999999995, 'p99': 0.4715736, 'max': 0.482048}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_03_L1_dls_prediction.json
state_08_candidate_03,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_5ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00011722269070230306, 'p50': 0.00011722269070230307, 'p95': 0.00011722269070230307, 'p99': 0.00011722269070230307, 'max': 0.00011722269070230307}","{'n': 5, 'mean': 0.00019932212846741941, 'p50': 0.00019932212846741944, 'p95': 0.00019932212846741944, 'p99': 0.00019932212846741944, 'max': 0.00019932212846741944}","{'n': 5, 'mean': 0.21783487507518542, 'p50': 0.21783487507518542, 'p95': 0.21783487507518542, 'p99': 0.21783487507518542, 'max': 0.21783487507518542}","{'n': 5, 'mean': 0.3256958, 'p50': 0.205239, 'p95': 0.530319, 'p99': 0.530635, 'max': 0.530714}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_03_L1_dls_prediction.json
state_08_candidate_03,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_strict_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 1.935282351616278e-08, 'p50': 1.935282351616278e-08, 'p95': 1.935282351616278e-08, 'p99': 1.935282351616278e-08, 'max': 1.935282351616278e-08}","{'n': 5, 'mean': 2.2372126610021016e-08, 'p50': 2.2372126610021016e-08, 'p95': 2.2372126610021016e-08, 'p99': 2.2372126610021016e-08, 'max': 2.2372126610021016e-08}","{'n': 5, 'mean': 0.2092280087655995, 'p50': 0.2092280087655995, 'p95': 0.2092280087655995, 'p99': 0.2092280087655995, 'max': 0.2092280087655995}","{'n': 5, 'mean': 0.22820300000000002, 'p50': 0.228858, 'p95': 0.2523032, 'p99': 0.25557744, 'max': 0.256396}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_03_L1_dls_prediction.json
state_08_candidate_03,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,trac_task_20ms,5,5,5,"[1, 1, 1, 1, 1]","{'n': 5, 'mean': 0.00011722269070230306, 'p50': 0.00011722269070230307, 'p95': 0.00011722269070230307, 'p99': 0.00011722269070230307, 'max': 0.00011722269070230307}","{'n': 5, 'mean': 0.00019932212846741941, 'p50': 0.00019932212846741944, 'p95': 0.00019932212846741944, 'p99': 0.00019932212846741944, 'max': 0.00019932212846741944}","{'n': 5, 'mean': 0.21783487507518542, 'p50': 0.21783487507518542, 'p95': 0.21783487507518542, 'p99': 0.21783487507518542, 'max': 0.21783487507518542}","{'n': 5, 'mean': 0.2570054, 'p50': 0.261557, 'p95': 0.35333519999999996, 'p99': 0.36727264, 'max': 0.370757}","['accepted', 'accepted', 'accepted', 'accepted', 'accepted']",outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_03_L1_dls_prediction.json
state_08_candidate_03,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_strict,1,1,1,[None],"{'n': 1, 'mean': 1.9371929141996465e-08, 'p50': 1.9371929141996465e-08, 'p95': 1.9371929141996465e-08, 'p99': 1.9371929141996465e-08, 'max': 1.9371929141996465e-08}","{'n': 1, 'mean': 2.236347232643439e-08, 'p50': 2.236347232643439e-08, 'p95': 2.236347232643439e-08, 'p99': 2.236347232643439e-08, 'max': 2.236347232643439e-08}","{'n': 1, 'mean': 0.20922801295857066, 'p50': 0.20922801295857066, 'p95': 0.20922801295857066, 'p99': 0.20922801295857066, 'max': 0.20922801295857066}","{'n': 1, 'mean': 1.039932, 'p50': 1.039932, 'p95': 1.039932, 'p99': 1.039932, 'max': 1.039932}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_03_L1_dls_prediction.json
state_08_candidate_03,state_08,06ca0c5d8d0cb31f50338aee261f6c596974205eb08300b4526361bb949a0c56,dls_task,1,1,1,[None],"{'n': 1, 'mean': 0.00011722269167481665, 'p50': 0.00011722269167481665, 'p95': 0.00011722269167481665, 'p99': 0.00011722269167481665, 'max': 0.00011722269167481665}","{'n': 1, 'mean': 0.00019932214711483527, 'p50': 0.00019932214711483527, 'p95': 0.00019932214711483527, 'p99': 0.00019932214711483527, 'max': 0.00019932214711483527}","{'n': 1, 'mean': 0.21783487852065056, 'p50': 0.21783487852065056, 'p95': 0.21783487852065056, 'p99': 0.21783487852065056, 'max': 0.21783487852065056}","{'n': 1, 'mean': 0.647614, 'p50': 0.647614, 'p95': 0.647614, 'p99': 0.647614, 'max': 0.647614}",['accepted'],outputs/continuation_mechanism_study/nonlinear_continuation_reference/successful_witnesses/state_08_candidate_03_L1_dls_prediction.json
