robot,scale,method,witness_feasible,uid,family,success,time
panda,0.5,trac_strict_5ms,True,274494db30be4cd6f32955fe9bfe82332c65e2bf794b44692aa7f63c6b2f887d,near_singular,1.0,222059.0
panda,0.5,trac_strict_5ms,True,14eb78865eee092508de1068273a36d58bbb3807e35f1470ba3f40ab94aeb319,local,1.0,222618.33333333334
panda,0.5,trac_strict_5ms,True,0297dd3d81e991b3f60e60b437255f8f80679529d658785126d8c6091cd7fb46,local,1.0,203237.66666666666
panda,0.5,trac_strict_5ms,True,09e2245f1d9d43f740ca5f2a4ccb62e985d51e94c6dcd6726c84cd8edcabb2c8,local,1.0,209172.0
panda,0.5,trac_strict_5ms,True,1dba0bbef1fb579f1bdf3043aafd195f52389f15ebf5107c993f1509236a042d,hard_feasible,1.0,355685.0
panda,0.5,trac_strict_5ms,True,09269c53803294b626ac80c754ff696afaa28f9236ce8541170eb9a78f646e46,local,1.0,209614.33333333334
panda,0.5,trac_strict_5ms,True,210b698e73d82cf59790d09f1e8520b1de899936ece89e09c64b43f7d4414465,hard_feasible,1.0,275531.3333333333
panda,0.5,trac_strict_5ms,True,00846e15176fa64421a5927caec8c112efe84663a82f6a816bfd8c6293bbf19a,near_limit,1.0,195438.0
panda,0.5,trac_strict_5ms,True,1a2641d0f9bd7242240ac983cf4d00b3bbefbfe474e5ee785c3a5705b228fbbd,local,1.0,202901.0
panda,0.5,trac_strict_5ms,True,19bf3d859bb15c58ef79d58d49972d8b8e3b1c2b2b636589174b35d2ac3a740a,near_singular,1.0,228003.0
panda,0.5,trac_strict_5ms,True,0a4eccf54fc9ed443fc5f764b4f196e4b1350413a30ecdb6c3cc8c0c33e591de,hard_feasible,1.0,218474.66666666666
panda,0.5,trac_strict_5ms,True,24a71e309ab82e1c4ffba94e6a704148678d683c9113b2bf058beb83114c64ef,near_singular,1.0,208453.66666666666
panda,0.5,trac_strict_5ms,True,0fe91a4363f8ca2be17091221fed0a3b7a079fa9263bdde971f823be560b6c65,hard_feasible,1.0,235713.33333333334
panda,0.5,trac_strict_5ms,True,1406d000b289ce65d430db4aafff2ad0a1e412bb298833cfbe6ba722ce68d37c,near_limit,1.0,212152.66666666666
panda,0.5,trac_strict_5ms,True,2b8a7092aad040968562b958a08417ec8f9b7eac519bc425bd671c45ae5b21c6,near_limit,1.0,196436.66666666666
panda,0.5,trac_strict_5ms,True,0c66dd402d01086121e5dcddb3b1207f8e3003d4b66de104876a2fb0c2ccff7a,near_singular,1.0,221738.66666666666
panda,0.5,trac_strict_5ms,True,0346f2b68d9d943e6f28160f0591cf006b0859cef5d3e072a81c290de4fb3f1f,near_singular,1.0,220194.0
panda,0.5,trac_strict_5ms,True,139eaa4deea55600cfc50e608a64fb1c7c1fea91476d39eda44fbb25d1422f64,near_limit,1.0,187591.66666666666
panda,0.5,trac_strict_5ms,True,0cc7a8be56060c9d2f5e8bc070b8a4a060923ca9fbe3a8e92b0d952bb36d1b2e,hard_feasible,1.0,347419.6666666667
panda,0.5,trac_strict_5ms,True,0f97bdaadc45d1c83cbec67fbc13f285c5d6b565463477cf4bba0dc1a2e3002b,near_limit,1.0,238213.66666666666
panda,0.5,trac_strict_5ms,True,1508650de05e2fda5c8bf46fad3a35a0f6be2f7bd9098a2a6625a9dd719778b7,hard_feasible,1.0,208297.0
panda,0.5,trac_strict_5ms,True,0b25a5ec5415c72a9d6d86f2c66c21f295bff1671a4cbc91245d7b312e5f8e00,local,1.0,203271.0
panda,0.5,trac_strict_5ms,True,20bea5ad9b2ba57c2dcd85cc26226ee7ad93d936325246a4e994be64013f64fa,hard_feasible,1.0,335982.3333333333
panda,0.5,trac_strict_5ms,True,2c1ce33fae96e44210a23e082c3b0fbdc8734f848af823f8a7a560c7f8c6e6f8,hard_feasible,1.0,198618.66666666666
panda,0.5,trac_strict_5ms,True,0870d56ce0ffb204d98604014c04a44f3c5d4fa25b5a8e8e5eda7fe68028e0da,local,1.0,212860.33333333334
panda,0.5,trac_strict_5ms,True,144595985bc7e5647dace456fb4f410305cf8aa45b31d387a7e8166d880a8ddd,near_limit,1.0,199437.66666666666
panda,0.5,trac_strict_5ms,True,0e0e5edd06627773aac2b18b8a6b78d47f6782d2f07dd27be2de8927d32962f3,near_singular,1.0,202605.0
panda,0.5,trac_strict_5ms,True,124fca7da046bfc3e3cf2eb1245cc6037e5e4dfbe431352eb44ae08935c0ac99,local,1.0,198043.66666666666
panda,0.5,trac_strict_5ms,True,26f09d559f2085fc166ea8fbe8c5771eb411c81a619d6d1e3a36e49eac27255f,local,1.0,204910.33333333334
panda,0.5,trac_strict_5ms,True,1cf11cf1bbdabca4de61d08a0665fe88d1e051b3e9ef256b81b9165d002112ab,local,1.0,214297.0
panda,0.5,trac_strict_5ms,True,30257d3f5bfdadbaf6709a6fe4439eb07c350358e39a849d8e29fa3ee786899c,near_singular,1.0,218329.66666666666
panda,0.5,trac_strict_5ms,True,2712ddbcd32599e73a5cd8440349f8ea5a46542d38b238a926bf08c48d2e2eb1,near_singular,1.0,194413.0
panda,0.5,trac_strict_5ms,True,1b94f169d8781507a633f13e14f804788e8cb453d9fcf88465706a978c50d2f3,local,1.0,201238.66666666666
panda,0.5,trac_strict_5ms,True,18db5a3758b6e6e7a775c9cf5717e56ed3fee48517b57b11e6f1da93856db950,local,1.0,201324.66666666666
panda,0.5,trac_strict_5ms,True,2f39c7bf486706b7f927036a43315458e3bb725a17f52c0ac71463a5ef5322d1,local,1.0,194471.0
panda,0.5,trac_strict_5ms,True,192dcd51f77b68d6fadb95867151c41c6f834f259e33675c5a2c21905f450c82,near_singular,1.0,193462.0
panda,0.5,trac_strict_5ms,True,22fb8260bb78b0ce37efb94a89e07ae231a537191a864e2dac25e4122c2f1caa,hard_feasible,1.0,207107.66666666666
panda,0.5,trac_strict_5ms,True,12a8c42e67e8ba9fd7ab16cb94ca58d6a2c57d82b10ba0c8168231b467fae1a1,local,1.0,194134.66666666666
panda,0.5,trac_strict_5ms,True,01eed396cd397197ad8e3a045668d464a5354d805bfd09f6190296d447a57067,near_singular,1.0,205436.66666666666
panda,0.5,trac_strict_5ms,True,2bf19ff3470d19df1faab9c07a9a242670dd8cebc8ed06eb2112d096218a268a,near_limit,1.0,208279.0
panda,0.5,trac_strict_5ms,True,0ece6ab8a67d2bd1d26871c632f258112fa19d76607d5ce3075afb07eaf648c9,near_limit,1.0,194694.66666666666
panda,0.5,trac_strict_5ms,True,0ed85c18877bc94a403f27a91d1e85b14034a1204fb6d363df9030f8eba0e5e5,near_limit,1.0,201724.66666666666
panda,0.5,trac_strict_5ms,True,14e56528f80f29a5b37dd4c079569640d2044d974de09ccd0a9664cfa2b1b19c,local,1.0,199472.66666666666
panda,0.5,trac_strict_5ms,True,06e814b616f139ce74242b8f7761bf043788d774948aa8024a1e26bcb334ab2f,near_limit,1.0,203913.33333333334
panda,0.5,trac_strict_5ms,True,02e93082072c4326524b5538e8e3885ba430086ab1add618d5d00f8578a3bca7,local,1.0,192881.66666666666
panda,0.5,trac_strict_5ms,True,18291112e805f4af817b1d88703963158810bdfe141eb1e75df4921f6ed364c4,near_singular,1.0,237672.0
panda,0.5,trac_strict_5ms,True,25cd48c7fd259e7cbf697ad1ddb9e1b009fe6424fff4d9494086fbaab66053b8,near_limit,1.0,288962.3333333333
panda,0.5,trac_strict_5ms,True,0df1ec4f5667fb0bee042a680f2a58328ec5d383a326d48b303782f1dee3d894,local,1.0,216332.66666666666
