uid,episode_uid,frame,method,repeat,accepted,latency_ns,reason,empty_dynamic_box,witness,line
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,direct_sqp,1,False,20159655,position_tolerance,False,False,336
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,clarabel,0,False,10767868,position_tolerance+orientation_tolerance,False,False,337
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,gn,1,False,4546988,position_tolerance,False,False,338
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,direct_sqp,2,False,20146406,position_tolerance,False,False,339
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,fixed_qp2,1,False,3061422,position_tolerance,False,False,340
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,clarabel,2,False,10742198,position_tolerance+orientation_tolerance,False,False,341
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,relative,2,False,20179641,position_tolerance+orientation_tolerance,False,False,342
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,gn,2,False,4449876,position_tolerance,False,False,343
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,relative,1,False,20184120,position_tolerance+orientation_tolerance,False,False,344
048cded1449d23fda6634323950691db7761b652233b48f25df4e28a9e66d509,41e654eabce69701782e25dbab6b3239bf57c9801ffeff0fa2868debc0e7966c,196,relative,0,False,20132308,position_tolerance+orientation_tolerance,False,False,345
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,direct_sqp,1,False,9631976,position_tolerance+orientation_tolerance,False,False,346
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,direct_sqp,0,False,9490745,position_tolerance+orientation_tolerance,False,False,347
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,clarabel,0,False,11009125,position_tolerance+orientation_tolerance,False,False,348
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,direct_sqp,2,False,9575162,position_tolerance+orientation_tolerance,False,False,349
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,gn,1,False,4586499,position_tolerance+orientation_tolerance,False,False,350
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,clarabel,2,False,10912111,position_tolerance+orientation_tolerance,False,False,351
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,relative,2,False,17936661,position_tolerance+orientation_tolerance,False,False,352
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,gn,2,False,4555526,position_tolerance+orientation_tolerance,False,False,353
019fd792fc11a807e1c5a2ceb001e3eb822a39840c5dbe5344714383ebef8877,26f2fa47519ddfcba06a541a3d1cb06e3761e43dfdd9579b62b066fa04cb4643,159,relative,0,False,17864011,position_tolerance+orientation_tolerance,False,False,354
