robot,group,method,baseline,queries,anchors,success_difference,success_difference_ci,timely_difference,timely_difference_ci,latency_ratio,latency_ratio_ci,gained_query_units,lost_query_units,net_mean_success_count,stable_gains,stable_losses,interval,condition
panda,ordinary/high_utilization/alpha=0.5,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9702775445146689,"[0.9335115000186468,1.0033863440730473]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/high_utilization/alpha=0.5,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.15322416811120346,"[0.13499794964215805,0.17061645892852131]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/high_utilization/alpha=0.95,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9758857561115339,"[0.9533867589551737,0.9966266312575447]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/high_utilization/alpha=0.95,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9889738329454506,"[0.9681804797324314,1.0068171479274242]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/high_utilization/alpha=0.95,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9556221733816085,"[0.9103476560609334,0.9950810469947745]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/high_utilization/alpha=0.95,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.15273685143896173,"[0.13391685385999916,0.17046596578249237]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.0,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.010725678979293,"[0.9890806091965175,1.0301696723031037]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.0,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0049660254320547,"[0.9879867048791064,1.0238902045534992]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.0,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.9962160326831944,"[0.9582001628431973,1.0254483605120028]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.0,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.1908700743196975,"[0.156890338007789,0.2256130609171792]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.5,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0088167996985646,"[0.9955527829634044,1.0253349571474957]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.5,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.022788108301967,"[1.0015404988539425,1.0429285119220146]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.5,relative,gn,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0060895007914847,"[0.9690853708859773,1.0357533849679483]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.5,relative,direct_sqp,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",0.1909596831883696,"[0.1652674702412985,0.21569761029688134]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.95,relative,eta010,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0094734676269725,"[1.0005157331439696,1.0198904324030549]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.95,relative,eta050,10,10,0.0,"[0.0,0.0]",0.0,"[0.0,0.0]",1.0148195868470693,"[1.005443123844423,1.0254991307454964]",0,0,0.0,0,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
panda,ordinary/multijoint_boundary/alpha=0.95,relative,gn,10,10,0.09999999999999998,"[0.0,0.30000000000000004]",0.09999999999999998,"[0.0,0.30000000000000004]",0.6383241023016691,"[0.3873088820821389,1.041785343881135]",1,0,1.0,1,0,4000 paired bootstrap resamples of anchors within geometric class; repeat means inside query; descriptive unadjusted95%,nominal
