group,method,queries,repeats,success_by_repeat,within20_by_repeat,verified_success,within20_success,mean_ms,p50_ms,p95_ms,p99_ms,total_ms_per_repeat,late_calls,witness_queries,witness_success_by_repeat,witness_confirmed_missed_uids,accepted_position_p50_p95_max_m,accepted_orientation_p50_p95_max_rad,edge_fraction,command_step_utilization_p50_p95_max,mean_local_qps,first_half_accepted_fraction,no_qp_fraction,continued_after_first_fraction,extra_weighted_qp_fraction,relative_stop_fraction,mean_iterations,failure_counts,native_status_counts,robot,condition
ordinary/regular/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2713363,0.2681925,0.2944908,0.29798749,2.7133629999999997,0,10,"[10,10,10]",[],"[0.00016400732216772054,0.00032694556742479235,0.00032694556742479235]","[0.00020824195894749488,0.0006607473366127375,0.0006607473366127375]",0.0,"[0.35113905748456653,0.9049301332036476,0.9049301332036476]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/regular/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3015236333333334,0.2991275,0.31856235,0.32574113000000005,3.0152363333333336,0,10,"[10,10,10]",[],"[0.00016400732216772054,0.00032694556742479235,0.00032694556742479235]","[0.00020824195894749488,0.0006607473366127375,0.0006607473366127375]",0.0,"[0.35113905748456653,0.9049301332036476,0.9049301332036476]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,nominal
ordinary/regular/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.6513443666666667,1.6163385,2.14146415,2.14665536,16.513443666666667,0,10,"[10,10,10]",[],"[0.0009999999561272135,0.0009999999869457858,0.0009999999869457858]","[0.008726645828285997,0.008726646086652854,0.008726646086652854]",1.0,"[0.207328401175761,0.439657785999838,0.439657785999838]",,,,,,,11.8,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/regular/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2779046,0.271892,0.31778075,0.3211888,2.7790459999999997,0,10,"[10,10,10]",[],"[0.00017277061396330954,0.0003196105698384258,0.0003196105698384258]","[0.0001577158067335032,0.004134659146043428,0.004134659146043428]",0.0,"[0.44049220245848164,0.9999999999990026,0.9999999999990026]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/regular/alpha=0.95,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2825233999999999,0.283759,0.29899264999999997,0.31316155,2.8252339999999996,0,10,"[10,10,10]",[],"[0.00017277061396330954,0.0003196105698384258,0.0003196105698384258]","[0.0001577158067335032,0.004134659146043428,0.004134659146043428]",0.0,"[0.44049220245848164,0.9999999999990026,0.9999999999990026]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/regular/alpha=0.95,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.27637459999999997,0.2755595,0.2978363,0.30553784,2.763746,0,10,"[10,10,10]",[],"[0.00017277061396330954,0.0003196105698384258,0.0003196105698384258]","[0.0001577158067335032,0.004134659146043428,0.004134659146043428]",0.0,"[0.44049220245848164,0.9999999999990026,0.9999999999990026]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/regular/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3068175333333333,0.304008,0.3239351,0.33633856,3.0681753333333326,0,10,"[10,10,10]",[],"[0.00017277061396330954,0.0003196105698384258,0.0003196105698384258]","[0.0001577158067335032,0.004134659146043428,0.004134659146043428]",0.0,"[0.44049220245848164,0.9999999999990026,0.9999999999990026]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,nominal
ordinary/regular/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.7982894999999999,1.7715005000000001,2.1001445,2.10419754,17.982895,0,10,"[10,10,10]",[],"[0.000999999954772931,0.00099999996771262,0.00099999996771262]","[0.008726645834901976,0.008726645860088146,0.008726645860088146]",1.0,"[0.23773065194729692,0.44098685319955366,0.44098685319955366]",,,,,,,13.1,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.35972570000000004,0.353356,0.4720909,0.48706922,3.5972570000000004,0,10,"[10,10,10]",[],"[9.395351414444121e-05,0.0009286451480307004,0.0009286451480307004]","[0.0005456370530736314,0.00599598626946136,0.00599598626946136]",0.1,"[0.7604604369126837,0.9316281139194399,0.9316281139194399]",1.5,0.5,0.0,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.35372816666666673,0.35568500000000003,0.46781895,0.49248825000000007,3.5372816666666673,0,10,"[10,10,10]",[],"[9.395351414444121e-05,0.0009286451480307004,0.0009286451480307004]","[0.0005456370530736314,0.00599598626946136,0.00599598626946136]",0.1,"[0.7604604369126837,0.9316281139194399,0.9316281139194399]",1.5,0.5,,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.0,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.34702143333333335,0.3422735,0.46720399999999995,0.49375154,3.4702143333333333,0,10,"[10,10,10]",[],"[9.395351414444121e-05,0.0009286451480307004,0.0009286451480307004]","[0.0005456370530736314,0.00599598626946136,0.00599598626946136]",0.1,"[0.7604604369126837,0.9316281139194399,0.9316281139194399]",1.5,0.5,,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3638027333333333,0.3572685,0.4869264,0.49663949,3.638027333333333,0,10,"[10,10,10]",[],"[9.395351414444121e-05,0.0009286451480307004,0.0009286451480307004]","[0.0005456370530736314,0.00599598626946136,0.00599598626946136]",0.1,"[0.7604604369126837,0.9316281139194399,0.9316281139194399]",,,,,,,2.5,{},"{""task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.387817633333333,2.4289685,2.63651895,2.69848671,23.87817633333333,0,10,"[10,10,10]",[],"[0.0009999999516685325,0.0009999999756952027,0.0009999999756952027]","[0.008726645830987426,0.008726646207751695,0.008726646207751695]",1.0,"[0.7405289920489997,0.9538314319422522,0.9538314319422522]",,,,,,,17.5,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3611646333333332,0.361448,0.4973316,0.5255323900000001,3.6116463333333324,0,10,"[10,10,10]",[],"[8.184378773255189e-05,0.0007830049191536207,0.0007830049191536207]","[0.00044676270238380695,0.005069809990216387,0.005069809990216387]",0.0,"[0.7889722830727433,0.9999999999990026,0.9999999999990026]",1.5,0.5,0.0,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.5,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3525624666666667,0.34604,0.46854629999999997,0.48646297,3.525624666666667,0,10,"[10,10,10]",[],"[8.184378773255189e-05,0.0007830049191536207,0.0007830049191536207]","[0.00044676270238380695,0.005069809990216387,0.005069809990216387]",0.0,"[0.7889722830727433,0.9999999999990026,0.9999999999990026]",1.5,0.5,,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.35981393333333334,0.356969,0.4836908,0.50516588,3.5981393333333336,0,10,"[10,10,10]",[],"[8.184378773255189e-05,0.0007830049191536207,0.0007830049191536207]","[0.00044676270238380695,0.005069809990216387,0.005069809990216387]",0.0,"[0.7889722830727433,0.9999999999990026,0.9999999999990026]",1.5,0.5,,0.5,0.0,0.5,1.5,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.3661401333333333,0.3673365,0.47169405000000003,0.48734106,3.6614013333333326,0,10,"[10,10,10]",[],"[8.184378773255189e-05,0.0007830049191536207,0.0007830049191536207]","[0.00044676270238380695,0.005069809990216387,0.005069809990216387]",0.0,"[0.7889722830727433,0.9999999999990026,0.9999999999990026]",,,,,,,2.5,{},"{""task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.3219806333333337,2.416567,2.63257895,2.64745473,23.219806333333338,0,10,"[10,10,10]",[],"[0.0009999999519123375,0.000999999975672843,0.000999999975672843]","[0.008726645828012348,0.008726645859151788,0.008726645859151788]",1.0,"[0.7435219252427356,0.9665021131453452,0.9665021131453452]",,,,,,,17.3,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.46432956666666675,0.411543,1.3493673999999998,1.37627926,4.643295666666668,0,10,"[10,10,10]",[],"[7.738803071983883e-05,0.0009914063699225978,0.0009914063699225978]","[0.0004911089638506235,0.007510201820933875,0.007510201820933875]",0.1,"[0.8494488046795861,0.9999999999990026,0.9999999999990026]",2.4,0.4,0.0,0.6,0.1,0.6,1.6,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.95,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.46440320000000007,0.40732599999999997,1.3466809499999999,1.36412338,4.644032,0,10,"[10,10,10]",[],"[7.738803071983883e-05,0.0009914063699225978,0.0009914063699225978]","[0.0004911089638506235,0.007510201820933875,0.007510201820933875]",0.1,"[0.8494488046795861,0.9999999999990026,0.9999999999990026]",2.4,0.4,,0.6,0.1,0.6,1.6,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.95,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.45790676666666663,0.40595000000000003,1.3413724,1.35068947,4.579067666666666,0,10,"[10,10,10]",[],"[7.738803071983883e-05,0.0009914063699225978,0.0009914063699225978]","[0.0004911089638506235,0.007510201820933875,0.007510201820933875]",0.1,"[0.8494488046795861,0.9999999999990026,0.9999999999990026]",2.4,0.4,,0.6,0.1,0.6,1.6,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/high_utilization/alpha=0.95,gn,10,3,"[9,9,9]","[9,9,9]",0.9,0.9,0.6366910666666665,0.397443,3.0033296999999997,3.05903744,6.366910666666666,0,10,"[9,9,9]","[""3e205b6c83634834e337acb8ea1cfc1a3bd85a17084b579e50d867ceb96383c1""]","[5.010400811544401e-05,0.0007222157787392453,0.0007222157787392453]","[0.0003256810697157095,0.0021020537947526075,0.0021020537947526075]",0.0,"[0.8448698825294909,0.999999999998999,0.999999999998999]",,,,,,,3.6,"{""orientation_tolerance"":3}","{""task_candidate"":27,""stationary"":3}",ur5e,nominal
ordinary/high_utilization/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.4057983666666667,2.378841,3.3655040499999997,3.3901755,24.05798366666667,0,10,"[10,10,10]",[],"[0.0009999999531322057,0.000999999984073798,0.000999999984073798]","[0.008726645833802133,0.008726646086736914,0.008726646086736914]",1.0,"[0.738599009306251,0.9723232880989453,0.9723232880989453]",,,,,,,17.7,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4995131666666666,0.5133695,0.5573593,0.57428357,4.9951316666666665,0,10,"[10,10,10]",[],"[1.4463154759173042e-05,0.0006577625003593486,0.0006577625003593486]","[3.4993619536913316e-05,0.006483549108136855,0.006483549108136855]",0.0,"[0.9987839007247601,0.9999999999990026,0.9999999999990026]",1.9,0.1,0.0,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.49959526666666676,0.521042,0.57010485,0.57677292,4.995952666666668,0,10,"[10,10,10]",[],"[1.4463154759173042e-05,0.0006577625003593486,0.0006577625003593486]","[3.4993619536913316e-05,0.006483549108136855,0.006483549108136855]",0.0,"[0.9987839007247601,0.9999999999990026,0.9999999999990026]",1.9,0.1,,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.0,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4989970666666667,0.5188025,0.5489579,0.5587123700000001,4.989970666666667,0,10,"[10,10,10]",[],"[1.4463154759173042e-05,0.0006577625003593486,0.0006577625003593486]","[3.4993619536913316e-05,0.006483549108136855,0.006483549108136855]",0.0,"[0.9987839007247601,0.9999999999990026,0.9999999999990026]",1.9,0.1,,0.9,0.0,0.9,1.9,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4860948333333333,0.5077244999999999,0.5309939,0.53731545,4.860948333333333,0,10,"[10,10,10]",[],"[1.4463154759173042e-05,0.0006577625003593486,0.0006577625003593486]","[3.4993619536913316e-05,0.006483549108136855,0.006483549108136855]",0.0,"[0.9987839007247601,0.9999999999990026,0.9999999999990026]",,,,,,,2.9,{},"{""task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.3933131000000003,2.3934860000000002,2.6998034,2.7107267,23.933131000000003,0,10,"[10,10,10]",[],"[0.0009999999526936,0.0009999999682538852,0.0009999999682538852]","[0.008726645829830845,0.008726645971074974,0.008726645971074974]",1.0,"[0.9999999999990012,0.9999999999990026,0.9999999999990026]",,,,,,,17.8,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.4585798,0.48046849999999997,0.5493581999999999,0.55775453,4.585798,0,10,"[10,10,10]",[],"[0.00026566829907222097,0.0009758641942017783,0.0009758641942017783]","[0.0036138634815996128,0.006701369079242504,0.006701369079242504]",0.1,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",1.8,0.2,0.0,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.5,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.46982926666666663,0.4826185,0.53847035,0.8184804600000003,4.698292666666666,0,10,"[10,10,10]",[],"[0.00026566829907222097,0.0009758641942017783,0.0009758641942017783]","[0.0036138634815996128,0.006701369079242504,0.006701369079242504]",0.1,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",1.8,0.2,,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.45841899999999997,0.4885855,0.5290872999999999,0.55427153,4.5841899999999995,0,10,"[10,10,10]",[],"[0.00026566829907222097,0.0009758641942017783,0.0009758641942017783]","[0.0036138634815996128,0.006701369079242504,0.006701369079242504]",0.1,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",1.8,0.2,,0.8,0.0,0.8,1.8,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.45634233333333335,0.46235099999999996,0.5293698,0.6121132400000001,4.563423333333334,0,10,"[10,10,10]",[],"[0.00026566829907222097,0.0009758641942017783,0.0009758641942017783]","[0.0036138634815996128,0.006701369079242504,0.006701369079242504]",0.1,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,2.8,{},"{""task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.3282828000000007,2.3405994999999997,2.5794353,2.58718803,23.282828000000006,0,10,"[10,10,10]",[],"[0.0009999999516961161,0.0009999999683017137,0.0009999999683017137]","[0.008726645829743468,0.00872664585002524,0.00872664585002524]",1.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,17.4,{},"{""task_accepted_early"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.6926097333333331,0.49852850000000004,2.169295,2.1861256499999997,6.926097333333331,0,10,"[10,10,10]",[],"[0.0005491727911224816,0.0009880281087561963,0.0009880281087561963]","[0.005966525690197025,0.008372297626068375,0.008372297626068375]",0.4,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",3.4,0.0,0.0,1.0,0.2,1.0,2.1,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.95,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.6796763333333334,0.50344,2.1506978,2.1709618500000003,6.796763333333335,0,10,"[10,10,10]",[],"[0.0005491727911224816,0.0009880281087561963,0.0009880281087561963]","[0.005966525690197025,0.008372297626068375,0.008372297626068375]",0.4,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",3.3,0.0,,1.0,0.2,1.0,2.0,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.95,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.6950654333333334,0.4942395,2.19376635,2.23115618,6.9506543333333335,0,10,"[10,10,10]",[],"[0.0005491727911224816,0.0009880281087561963,0.0009880281087561963]","[0.005966525690197025,0.008372297626068375,0.008372297626068375]",0.4,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",3.4,0.0,,1.0,0.2,1.0,2.1,{},"{""native_task_candidate"":30}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.95,gn,10,3,"[8,8,8]","[8,8,8]",0.8,0.8,1.1518430333333334,0.4957085,4.0298452,4.09667476,11.518430333333335,0,10,"[8,8,8]","[""0e5e9deb4853b458c0acffc6cdbc270c521ef1bd8893ee4b94dbdcb768f00946"",""713807f26963b9a2552d2a9f06712c4f88095bcf52a5975dab0478bbb9cd157f""]","[0.00037789548982657736,0.0009880281087561963,0.0009880281087561963]","[0.005493636305884506,0.008372297626068375,0.008372297626068375]",0.375,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,5.2,"{""orientation_tolerance"":6}","{""task_candidate"":24,""stationary"":3,""no_descent"":3}",ur5e,nominal
ordinary/multijoint_boundary/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,2.4282597666666663,2.354252,2.8177935,3.0442844100000004,24.282597666666664,0,10,"[10,10,10]",[],"[0.0009999999518667787,0.000999999986539025,0.000999999986539025]","[0.008726645830840696,0.008726645911342475,0.008726645911342475]",1.0,"[0.9999999999990026,0.9999999999990026,0.9999999999990026]",,,,,,,17.8,{},"{""task_accepted_early"":30}",ur5e,nominal
near_singular/regular/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.27273106666666663,0.27045050000000004,0.291192,0.29558046,2.7273106666666664,0,10,"[10,10,10]",[],"[3.8560249084433184e-05,0.00029895630381877717,0.00029895630381877717]","[0.00014572484634405491,0.00036857927482864314,0.00036857927482864314]",0.0,"[0.25148330045069794,0.4790950934045304,0.4790950934045304]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2788945666666667,0.2795165,0.3027488,0.308119,2.7889456666666668,0,10,"[10,10,10]",[],"[3.8560249084433184e-05,0.00029895630381877717,0.00029895630381877717]","[0.00014572484634405491,0.00036857927482864314,0.00036857927482864314]",0.0,"[0.25148330045069794,0.4790950934045304,0.4790950934045304]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.0,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.27759396666666664,0.27102000000000004,0.29906855,0.30083717,2.7759396666666665,0,10,"[10,10,10]",[],"[3.8560249084433184e-05,0.00029895630381877717,0.00029895630381877717]","[0.00014572484634405491,0.00036857927482864314,0.00036857927482864314]",0.0,"[0.25148330045069794,0.4790950934045304,0.4790950934045304]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.0,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2996779,0.29660549999999997,0.3221918,0.32357854,2.996779,0,10,"[10,10,10]",[],"[3.8560249084433184e-05,0.00029895630381877717,0.00029895630381877717]","[0.00014572484634405491,0.00036857927482864314,0.00036857927482864314]",0.0,"[0.25148330045069794,0.4790950934045304,0.4790950934045304]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.0,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.3668019333333334,1.427516,1.7520125,1.76549221,13.668019333333334,0,10,"[10,10,10]",[],"[0.0009999999551107443,0.0009999999803254774,0.0009999999803254774]","[0.008726645827349475,0.008726645853801826,0.008726645853801826]",1.0,"[0.16854229583149818,0.33736771611141836,0.33736771611141836]",,,,,,,9.7,{},"{""task_accepted_early"":30}",ur5e,nominal
near_singular/regular/alpha=0.5,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2770586,0.2748355,0.2970862,0.29897397,2.7705859999999998,0,10,"[10,10,10]",[],"[0.00018674048575744828,0.0005953672187633903,0.0005953672187633903]","[0.0005613103874740023,0.003381784015372461,0.003381784015372461]",0.0,"[0.3792604892337932,0.9999999999990026,0.9999999999990026]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.5,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.27770923333333336,0.27394850000000004,0.30470295,0.30919681,2.7770923333333335,0,10,"[10,10,10]",[],"[0.00018674048575744828,0.0005953672187633903,0.0005953672187633903]","[0.0005613103874740023,0.003381784015372461,0.003381784015372461]",0.0,"[0.3792604892337932,0.9999999999990026,0.9999999999990026]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.5,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2806020666666667,0.280507,0.30443465,0.31359353,2.806020666666667,0,10,"[10,10,10]",[],"[0.00018674048575744828,0.0005953672187633903,0.0005953672187633903]","[0.0005613103874740023,0.003381784015372461,0.003381784015372461]",0.0,"[0.3792604892337932,0.9999999999990026,0.9999999999990026]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.5,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.30760776666666667,0.304689,0.33515514999999996,0.36885604000000005,3.0760776666666665,0,10,"[10,10,10]",[],"[0.00018674048575744828,0.0005953672187633903,0.0005953672187633903]","[0.0005613103874740023,0.003381784015372461,0.003381784015372461]",0.0,"[0.3792604892337932,0.9999999999990026,0.9999999999990026]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.5,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.4106841333333333,1.4215115,1.8292228499999998,1.85183015,14.106841333333334,0,10,"[10,10,10]",[],"[0.000999999953842281,0.0009999999917056487,0.0009999999917056487]","[0.008726645832850544,0.008726646154078815,0.008726646154078815]",1.0,"[0.17910680469331064,0.35096988518263134,0.35096988518263134]",,,,,,,9.6,{},"{""task_accepted_early"":30}",ur5e,nominal
near_singular/regular/alpha=0.95,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2797148666666667,0.27747,0.30388845,0.30914574,2.7971486666666667,0,10,"[10,10,10]",[],"[0.00032832070251068927,0.0008679537524875234,0.0008679537524875234]","[0.0018919301136131653,0.006132464079911231,0.006132464079911231]",0.0,"[0.6963396505753877,0.9999999999990026,0.9999999999990026]",1.0,1.0,0.0,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.95,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.2818936666666667,0.2821115,0.31065224999999996,0.31974689,2.818936666666667,0,10,"[10,10,10]",[],"[0.00032832070251068927,0.0008679537524875234,0.0008679537524875234]","[0.0018919301136131653,0.006132464079911231,0.006132464079911231]",0.0,"[0.6963396505753877,0.9999999999990026,0.9999999999990026]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.95,eta050,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.28224053333333327,0.2831585,0.3074538499999999,0.31501883999999997,2.8224053333333328,0,10,"[10,10,10]",[],"[0.00032832070251068927,0.0008679537524875234,0.0008679537524875234]","[0.0018919301136131653,0.006132464079911231,0.006132464079911231]",0.0,"[0.6963396505753877,0.9999999999990026,0.9999999999990026]",1.0,1.0,,0.0,0.0,0.0,1.0,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.95,gn,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.31119816666666666,0.310551,0.34052699999999997,0.34980462,3.111981666666667,0,10,"[10,10,10]",[],"[0.00032832070251068927,0.0008679537524875234,0.0008679537524875234]","[0.0018919301136131653,0.006132464079911231,0.006132464079911231]",0.0,"[0.6963396505753877,0.9999999999990026,0.9999999999990026]",,,,,,,2.0,{},"{""task_candidate"":30}",ur5e,nominal
near_singular/regular/alpha=0.95,direct_sqp,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,1.4648595666666668,1.4540715,1.9293509999999998,1.94379261,14.648595666666667,0,10,"[10,10,10]",[],"[0.0009999999653006236,0.0009999999772909423,0.0009999999772909423]","[0.008726645835197482,0.008726645928527208,0.008726645928527208]",1.0,"[0.20390174854405452,0.3678103802673836,0.3678103802673836]",,,,,,,10.0,{},"{""task_accepted_early"":30}",ur5e,nominal
near_singular/high_utilization/alpha=0.0,relative,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.42202006666666664,0.4420985,0.5372272,0.5418081600000001,4.220200666666666,0,10,"[10,10,10]",[],"[0.00011900858546208316,0.000835788207381878,0.000835788207381878]","[0.0006688789739802718,0.00296833306848805,0.00296833306848805]",0.0,"[0.9053649370290706,0.9999999999990026,0.9999999999990026]",1.7,0.3,0.0,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":30}",ur5e,nominal
near_singular/high_utilization/alpha=0.0,eta010,10,3,"[10,10,10]","[10,10,10]",1.0,1.0,0.41797863333333335,0.438009,0.5121013499999999,0.5361313,4.179786333333333,0,10,"[10,10,10]",[],"[0.00011900858546208316,0.000835788207381878,0.000835788207381878]","[0.0006688789739802718,0.00296833306848805,0.00296833306848805]",0.0,"[0.9053649370290706,0.9999999999990026,0.9999999999990026]",1.7,0.3,,0.7,0.0,0.7,1.7,{},"{""native_task_candidate"":30}",ur5e,nominal
