robot,uid,family,selection_fold,preferred_entry,preference_stable,heldout_selected_mean_ms,heldout_selected_p95_ms,heldout_selected_success,heldout_hard_mean_ms,heldout_hard_p95_ms,heldout_hard_success,full_measurement_entry_p95_range_ms,full_measurement_entry_mean_range_ms,within_entry_median_absolute_deviation_ms
panda,16d60df3f058954e94b562f4398992c4dc0661d879c074de7c4a08757a7b8bc9,near_limit,1,forced_easy,False,1.4565654000000001,1.6102958,1.0,1.8071852,2.134213,1.0,0.49480869999999966,0.22300410000000004,0.059073750000000036
panda,16e60f2fed26abe128da76320916dd540a1e12e8c62085cf19b1eae0c8cdb3df,local,0,forced_medium,True,1.4257989999999998,1.5187976,1.0,1.4927877999999999,1.7307708,1.0,0.67119715,0.16866139999999996,0.028767500000000057
panda,16e60f2fed26abe128da76320916dd540a1e12e8c62085cf19b1eae0c8cdb3df,local,1,forced_medium,True,1.3985672,1.4561892,1.0,1.4755911999999998,1.5971468,1.0,0.67119715,0.16866139999999996,0.028767500000000057
panda,17bfd5499252a4d123ec8bfc77d51d9c8e848d69909aa929beef21f22fbf517f,hard_feasible,0,forced_hard,True,1.922223,2.0024067999999997,1.0,1.922223,2.0024067999999997,1.0,1.6706540000000003,1.3442907000000004,0.09673025000000002
panda,17bfd5499252a4d123ec8bfc77d51d9c8e848d69909aa929beef21f22fbf517f,hard_feasible,1,forced_hard,True,1.7803942,1.8732754,1.0,1.7803942,1.8732754,1.0,1.6706540000000003,1.3442907000000004,0.09673025000000002
panda,17cb1bad7cee4e59a82ef1f50803ab513f261792aed2a3baefe7b46f79b8a773,local,0,forced_hard,True,1.4615894,1.6367834,1.0,1.4615894,1.6367834,1.0,0.36004334999999954,0.054097199999999734,0.0451395
panda,17cb1bad7cee4e59a82ef1f50803ab513f261792aed2a3baefe7b46f79b8a773,local,1,forced_hard,True,1.4868464,1.5574708000000002,1.0,1.4868464,1.5574708000000002,1.0,0.36004334999999954,0.054097199999999734,0.0451395
panda,18903cc8703a43040afc1fdcd242962da12e28bf5d5b51b26d0ad6aa8d958293,hard_feasible,0,forced_hard,True,1.8511890000000002,1.958667,1.0,1.8511890000000002,1.958667,1.0,2.64834465,1.5591000999999993,0.06696950000000013
panda,18903cc8703a43040afc1fdcd242962da12e28bf5d5b51b26d0ad6aa8d958293,hard_feasible,1,forced_hard,True,1.8559432,1.9985406,1.0,1.8559432,1.9985406,1.0,2.64834465,1.5591000999999993,0.06696950000000013
panda,1984afec9f66a45f185059ee7db2c500c964213ae615dffc0618c98480839ade,near_singular,0,forced_easy,False,1.6072826,1.819502,1.0,1.4532502,1.546938,1.0,0.22171870000000027,0.061578300000000086,0.07981400000000016
