robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,backup_rate,changed_from_backup_rate,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,optimization_rate,command_change_rate,mean_intervention,all_nodes_verified_rate
panda,tar_free,TAR-IK free recourse,near_singular,10,3,"[6,6,6]",6.0,0.6,"[5,6,6]",0.5666666666666667,0.8813333333333334,0.8811111111111113,4.5179075,7.1943076,8.153576760000002,7284.34825,728.434825,731.7468423333332,809.5107206499999,0.008888888888888889,0.8393333333333334,0.0009820775394839348,0.000999517983577764,0.005590857055527742,0.00853471258468378,0.9999999999999981,10.077137221973937,0.2015427444394787,130.66666666666666,0,1.0,0.8704444444444446,0.03740663066263605,0.21444444444444447
panda,tar_free,TAR-IK free recourse,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,4.722416,5.7033100999999995,6.241073030000001,6795.981100333333,679.5981100333333,695.6191653333334,736.3691369166665,0.21200000000000005,0.6880000000000001,0.0009779152475813016,0.0009998789429241962,0.005533405598153141,0.008719443368220309,0.41626169958030595,1.9371196770291645,0.03874239354058329,150.0,0,1.0,0.788,0.03489477338735817,0.1097777777777778
panda,tar_nominal,Same-core nominal prediction,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,1.827573,2.2678953500000008,3.0742043800000025,2821.849534,282.1849534,279.1954975,305.20271671666666,0.008444444444444444,0.8593333333333333,0.000983591378444817,0.0009999351379640356,0.003463251172174936,0.008299290088918568,0.9014050733552224,6.991955060035154,0.13983910120070306,150.0,0,0.9926666666666666,0.9915555555555555,0.03708935891389605,0.44177777777777777
panda,tar_nominal,Same-core nominal prediction,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9477777777777778,0.9477777777777778,1.713466,6.126696900000001,6.2286103100000005,3018.250773333333,301.8250773333333,261.14049016666667,471.9480325999997,0.02711111111111112,0.7955555555555555,0.0009650024062522244,0.0009999486732322818,0.0036393233044380423,0.007030558898067256,0.829780761675576,2.586651648340642,0.051733032966812836,142.06666666666666,0,0.9908888888888886,0.9206666666666664,0.031288506026838435,0.7553333333333333
panda,tar_nominal,Same-core nominal prediction,near_singular,10,3,"[8,8,7]",7.666666666666667,0.7666666666666667,"[8,8,7]",0.7666666666666667,0.9455555555555556,0.9455555555555556,1.693642,6.1474968,6.248239030000001,2764.0838783333334,276.40838783333334,248.0346465,437.3630281999999,0.16044444444444447,0.6728888888888889,0.0007617358163917531,0.0009956339417688314,0.0029077176964314127,0.006756650391846405,0.9999999999999968,6.985386805604232,0.13970773611208465,140.2,0,0.8420000000000001,0.7842222222222223,0.015581163830125961,0.9382222222222222
panda,tar_nominal,Same-core nominal prediction,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,1.7151575,2.09580415,2.5276788800000016,2695.578531333333,269.5578531333333,271.7497823333333,281.8535949333333,0.0066666666666666645,0.7946666666666664,0.0009434695702162137,0.00099644352411298,0.0027076990996567317,0.006885436215165276,0.45091842533374527,2.157165115234286,0.04314330230468572,150.0,0,0.9933333333333331,0.9933333333333331,0.02968004473764193,0.8582222222222223
panda,trac_task_20ms,TRAC-IK task 20 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.1664595,0.27061825,0.3439409200000005,271.90095233333335,27.190095233333334,26.484635833333336,30.237988449999996,0.0,0.0,0.00047333823733948624,0.000883459884535538,0.0005667735644178117,0.008005006840392638,0.901407137557752,6.857914880160072,0.13715829760320145,150.0,0,0.0,0.0,0.0,0.0
panda,trac_task_20ms,TRAC-IK task 20 ms,joint_limit_return,10,3,"[9,9,10]",9.333333333333334,0.9333333333333333,"[9,9,10]",0.9333333333333333,0.9657777777777777,0.9657777777777777,0.165862,0.3160163500000002,20.27681127,1316.6746160000002,131.66746160000002,26.348889666666665,605.5196680166657,0.0,0.0,0.00015650315336116784,0.0008554421458558861,0.0007525834629983369,0.008158949555772324,0.9999999999999968,1.7392785367278836,0.03478557073455767,144.86666666666667,0,0.0,0.0,0.0,0.0
panda,trac_task_20ms,TRAC-IK task 20 ms,near_singular,10,3,"[8,8,8]",8.0,0.8,"[8,8,8]",0.8,0.9557777777777777,0.9557777777777777,0.167734,1.1913447000000106,20.30042427,1643.0036303333331,164.30036303333333,27.247747666666665,709.2834968166666,0.0,0.0,0.0006127052212192933,0.000952783623401273,0.003979583504794398,0.007515181349712456,0.9999999999999968,7.117866486557856,0.14235732973115714,143.36666666666667,0,0.0,0.0,0.0,0.0
panda,trac_task_20ms,TRAC-IK task 20 ms,smooth,10,3,"[10,10,10]",10.0,1.0,"[9,10,10]",0.9666666666666666,1.0,0.9997777777777778,0.1658375,0.26012085000000007,0.37936495000000026,296.52004566666665,29.652004566666665,26.725420166666666,41.62699746666666,0.0,0.0,0.00013178840344791332,0.0008472888953197928,0.00014211191198854864,0.0074363964749378925,0.4604462183424508,1.078151561893666,0.021563031237873318,150.0,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,0.166296,0.24745720000000002,0.33212092000000076,283.44390533333336,28.344390533333335,26.536999333333334,36.57507086666666,0.0,0.0,0.0004630750382322556,0.0008956131737455763,0.0005616831995869505,0.0070429394609377504,0.9014055398288966,6.853766260775408,0.13707532521550814,150.0,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,9,8]",0.8666666666666666,0.9491111111111111,0.9488888888888888,0.167475,5.18857675,5.2503529900000006,683.7005510000001,68.37005510000002,27.108967,250.73813066666628,0.0,0.0,0.00015648596325209955,0.0009367517875027634,0.0007181937590690319,0.007815442137435112,0.7569925822913365,1.6749985230165918,0.03349997046033184,142.36666666666667,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,near_singular,10,3,"[8,8,7]",7.666666666666667,0.7666666666666667,"[8,8,7]",0.7666666666666667,0.9437777777777777,0.9437777777777777,0.166894,5.20912595,5.27039275,722.6488023333333,72.26488023333333,27.364127,202.18421001666664,0.0,0.0,0.0006059017308196738,0.0009699419110723268,0.0037227705069038694,0.008059279240509998,0.9999999999999968,6.862073319202747,0.1372414663840549,141.56666666666666,0,0.0,0.0,0.0,0.0
panda,trac_task_5ms,TRAC-IK task 5 ms,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.1664635,0.2746985,0.36247663,274.72284333333334,27.472284333333334,26.7976655,30.761636999999997,0.0,0.0,0.00013263646577596966,0.0009085093690778567,0.00014473814105278878,0.006885436215165276,0.42311071418868357,1.2138150840213624,0.02427630168042724,150.0,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,high_curvature,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9513333333333333,0.9513333333333333,0.6337435,0.7480250500000001,0.8964829200000006,969.180214,96.9180214,95.90749683333334,102.55383141666667,0.0,0.0,0.0002278816037077656,0.0009991808999851898,0.0006192294551619799,0.005258969337769823,0.9999999999999976,14.489066902169533,0.2897813380433906,142.7,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.632585,0.6817732500000001,0.9182314100000003,960.8716373333334,96.08716373333334,95.53742366666665,98.50572966666667,0.0,0.0,0.00010597441192580645,0.00037991043814786777,0.00010562618879146537,0.002685585784248266,1.0,10.565264060107154,0.21130528120214304,150.0,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9993333333333332,0.9993333333333332,0.6323625,0.6747338500000001,0.8061774100000001,958.105247,95.8105247,95.6438,96.82725681666668,0.0,0.0,2.393512922836242e-05,0.0005486942696417211,6.344634837054159e-05,0.0014184247307832732,0.9999999999999998,13.245426417030538,0.2649085283406108,142.3,0,0.0,0.0,0.0,0.0
ur5e,pink_qp,Pink QP-IK,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,0.631154,0.6566581,0.8188564700000007,969.3729433333333,96.93729433333333,95.5344265,104.08755163333332,0.0,0.0,0.0001091294211267216,0.0006499478128151782,0.00017047039602669124,0.0018283855292212366,0.9999999999999998,10.122831390475561,0.20245662780951126,150.0,0,0.0,0.0,0.0,0.0
ur5e,tar_fixed,Same-core fixed compensation,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,4.3989585,5.324067050000001,5.930498580000001,6153.452594666667,615.3452594666667,602.2503661666667,673.1269737666667,0.42822222222222217,0.528,0.000974769328960866,0.000999727428418599,0.007209293141237701,0.008720548287938086,0.9999999999999976,14.010283870646123,0.28020567741292246,150.0,0,0.9937777777777775,0.5717777777777777,0.028059807246258454,0.09688888888888889
ur5e,tar_fixed,Same-core fixed compensation,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9593333333333333,0.9593333333333333,4.016131,6.044398100000003,7.286430590000001,5527.083219,552.7083219,565.7120440000001,685.2690502833333,0.49088888888888893,0.44200000000000006,0.000964315405202705,0.0009987554833634901,0.0061571627455779725,0.008562842762934656,0.9999999999999998,13.5795473430151,0.271590946860302,143.9,0,0.9946666666666665,0.4684444444444445,0.019064168981721183,0.12288888888888891
ur5e,tar_fixed,Same-core fixed compensation,near_singular,10,3,"[9,10,9]",9.333333333333334,0.9333333333333333,"[9,9,9]",0.9,0.9888888888888889,0.9886666666666667,4.067099,5.799808050000001,7.2112039900000005,5305.51609,530.551609,513.4592421666666,676.7388339833334,0.4280000000000001,0.5144444444444443,0.0009670151850269514,0.0009996348735966504,0.004589267632390169,0.008624187471564152,1.0,12.375012374041969,0.24750024748083943,148.33333333333334,0,0.9122222222222224,0.5608888888888888,0.021899797531654712,0.4375555555555554
ur5e,tar_fixed,Same-core fixed compensation,smooth,10,3,"[9,9,8]",8.666666666666666,0.8666666666666666,"[9,9,8]",0.8666666666666666,0.9024444444444445,0.9024444444444445,4.3938445,7.2273464,7.29238505,6378.318349,637.8318349,626.0004336666667,869.4313105166664,0.3466666666666667,0.4388888888888889,0.0009612547210941693,0.0009994785656512,0.007545531843968564,0.008703498199381255,0.9999999999999998,10.936867243099773,0.21873734486199553,135.36666666666667,0,0.9951111111111111,0.5557777777777778,0.02342413324931284,0.1991111111111111
ur5e,tar_free,TAR-IK free recourse,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,3.862686,4.72100245,5.597459720000005,5802.580178333332,580.2580178333332,572.8149908333334,643.5972069166667,0.4615555555555556,0.5053333333333333,0.0009653515395547236,0.000999808264139988,0.0068540914403858785,0.008709691710688488,0.9999999999999976,13.498608246131049,0.26997216492262094,150.0,0,1.0,0.5384444444444444,0.025908677633411262,0.07444444444444445
ur5e,tar_free,TAR-IK free recourse,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,4.206603,5.31112455,5.6363121000000005,6251.413728666666,625.1413728666666,637.8724951666666,671.5986161166666,0.15622222222222223,0.780222222222222,0.000982385446700299,0.000999843824744926,0.007818940296290617,0.008716647062556185,0.9999999999999906,12.545464632045606,0.25090929264091216,150.0,0,1.0,0.8437777777777776,0.0419995171002164,0.07622222222222225
ur5e,tar_free,TAR-IK free recourse,near_singular,10,3,"[8,8,8]",8.0,0.8,"[8,7,7]",0.7333333333333333,0.9751111111111112,0.9746666666666666,4.12489,5.52144685,7.68891179,6422.422315,642.2422315,636.9947146666666,750.7836947999999,0.0017777777777777779,0.9064444444444444,0.0009819989854969555,0.000999972188935544,0.00475708128638861,0.008721920784034744,0.9999999999999906,11.575013482804982,0.23150026965609968,144.06666666666666,0,0.9997777777777778,0.9726666666666667,0.03539890689371146,0.32000000000000006
ur5e,tar_free,TAR-IK free recourse,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,4.160317,5.33124135,5.5364363500000024,6102.071804333333,610.2071804333333,610.8543006666666,654.6465274166666,0.2386666666666667,0.6613333333333333,0.0009816045275004939,0.0009998672687451498,0.008180967787512759,0.00872012034847049,0.9999999999999998,10.896974758348202,0.21793949516696412,150.0,0,1.0,0.7613333333333333,0.038848738241742016,0.13
ur5e,tar_nominal,Same-core nominal prediction,high_curvature,10,3,"[10,9,10]",9.666666666666666,0.9666666666666666,"[9,9,10]",0.9333333333333333,0.9908888888888889,0.9906666666666666,1.7465595,1.9698445,3.3521493300000236,2691.2514963333333,269.1251496333333,264.268101,299.34881161666664,0.012888888888888887,0.8464444444444442,0.0009841476640184644,0.0009999869193931105,0.004222857321597528,0.008070256202147304,0.9999706524737613,13.489674887804107,0.2697934977560822,147.53333333333333,0,0.9924444444444442,0.9779999999999998,0.03416304249555595,0.4033333333333333
ur5e,tar_nominal,Same-core nominal prediction,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,1.627166,1.84927975,1.9486865800000002,2477.935272,247.79352720000003,248.82077650000002,252.4794827,0.019777777777777783,0.8557777777777776,0.0009719976274588655,0.0009997977470412754,0.004154242410343843,0.007024128717618104,0.9999999999999976,11.504785980481712,0.23009571960963424,150.0,0,0.9837777777777776,0.9802222222222221,0.035554118957985326,0.7102222222222222
ur5e,tar_nominal,Same-core nominal prediction,near_singular,10,3,"[10,9,10]",9.666666666666666,0.9666666666666666,"[10,9,10]",0.9666666666666666,0.9853333333333334,0.9853333333333334,1.6103775,1.8705748500000001,6.1981160200000005,2368.754897,236.87548969999997,228.96118566666667,301.69248533333325,0.15066666666666664,0.5922222222222222,0.0006795973914455605,0.0009965786540428604,0.002765426757187636,0.00740700091135846,0.9999730881348738,11.88539474861042,0.2377078949722085,147.8,0,0.8493333333333335,0.8346666666666669,0.013204180579871883,0.9848888888888889
ur5e,tar_nominal,Same-core nominal prediction,smooth,10,3,"[9,9,8]",8.666666666666666,0.8666666666666666,"[9,7,8]",0.8,0.9031111111111111,0.9024444444444444,1.6572005,6.1205795,6.54421718,3212.9933333333333,321.2993333333333,259.4346095,611.1789936833329,0.011111111111111108,0.723333333333333,0.0009743859801946587,0.000999962627624934,0.0034560916356037104,0.007663973556732239,0.9999339398698482,9.978290885389786,0.19956581770779575,135.46666666666667,0,0.9891111111111108,0.8919999999999998,0.02384563475938974,0.606
ur5e,trac_task_20ms,TRAC-IK task 20 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.155282,0.2261339,0.32277089000000014,249.0048183333333,24.90048183333333,24.446417333333333,27.153638966666662,0.0,0.0,0.00046666531283844363,0.0009803614902037232,0.0006373570681774171,0.007052994394620373,0.9999999999999976,12.486643138562021,0.2497328627712405,150.0,0,0.0,0.0,0.0,0.0
ur5e,trac_task_20ms,TRAC-IK task 20 ms,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.155058,0.2227087,0.4273054400000019,255.68357033333334,25.568357033333335,24.538781166666666,28.684075883333332,0.0,0.0,0.00016933180366260968,0.0009740346315868907,0.00012182920844604515,0.007745734627210662,0.9999999999999998,10.797629146690097,0.21595258293380193,150.0,0,0.0,0.0,0.0,0.0
ur5e,trac_task_20ms,TRAC-IK task 20 ms,near_singular,10,3,"[9,9,9]",9.0,0.9,"[8,9,9]",0.8666666666666666,0.9833333333333333,0.983111111111111,0.1563095,0.2519692000000001,20.2364417,776.4141716666667,77.64141716666667,24.980861833333336,311.53306553333283,0.0,0.0,0.00039392475053703983,0.000833365573751428,0.0011661674668605655,0.006471347448026218,1.0,9.895970737527534,0.19791941475055067,147.5,0,0.0,0.0,0.0,0.0
ur5e,trac_task_20ms,TRAC-IK task 20 ms,smooth,10,3,"[10,9,10]",9.666666666666666,0.9666666666666666,"[10,9,10]",0.9666666666666666,0.9735555555555556,0.9735555555555556,0.155571,0.25853160000000003,20.2545485,1045.6857646666667,104.56857646666667,24.801485666666668,464.0123133166658,0.0,0.0,0.00016597630656790073,0.0009585849328888404,0.00018016147147902493,0.007076138452527447,0.9999999999999996,7.668699619787568,0.15337399239575136,146.03333333333333,0,0.0,0.0,0.0,0.0
ur5e,trac_task_5ms,TRAC-IK task 5 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,9,10]",0.9666666666666666,1.0,0.9997777777777778,0.1553265,0.21503065000000007,0.3222237500000003,269.10315733333334,26.910315733333334,24.637926,36.82297429999999,0.0,0.0,0.0004747445571737567,0.0008101545556875843,0.0006590993162090413,0.005748341160562112,0.9999999999999976,12.69036323760186,0.25380726475203713,150.0,0,0.0,0.0,0.0,0.0
ur5e,trac_task_5ms,TRAC-IK task 5 ms,joint_limit_return,10,3,"[10,9,10]",9.666666666666666,0.9666666666666666,"[10,9,10]",0.9666666666666666,0.9995555555555555,0.9995555555555555,0.1562025,0.3130974,1.3510066500000024,318.45362266666666,31.845362266666665,24.984995333333334,59.82133776666665,0.0,0.0,0.00045653667989542745,0.0009577720645880725,0.0027614582476155297,0.007521433749751728,0.9999999999999998,11.542604166044875,0.2308520833208975,147.1,0,0.0,0.0,0.0,0.0
ur5e,trac_task_5ms,TRAC-IK task 5 ms,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9833333333333333,0.9833333333333333,0.155566,0.23387095000000005,5.198081950000001,377.36499100000003,37.7364991,24.858719333333333,96.31915439999986,0.0,0.0,0.00039025812651399084,0.0009534163294461099,0.0011627320443339784,0.006471347448026218,1.0,9.73205334331856,0.1946410668663712,147.5,0,0.0,0.0,0.0,0.0
ur5e,trac_task_5ms,TRAC-IK task 5 ms,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,0.155272,0.21544915000000006,0.3266997200000008,263.1758433333334,26.317584333333336,24.587739666666664,34.162985099999986,0.0,0.0,0.0001634486171186748,0.0009352653674899542,0.00017686740837587612,0.007076138453069723,0.9999999999999976,7.464803966294857,0.14929607932589714,150.0,0,0.0,0.0,0.0,0.0
