robot,method,label,family,trajectories,repeats,completion_by_repeat,mean_completed_trajectories,tsr,deadline_completion_by_repeat,dtsr20,frame_success,frame_deadline_success,p50_ms,p95_ms,p99_ms,cumulative_ms_per_sweep,trajectory_time_mean_ms,trajectory_time_median_ms,trajectory_time_p95_ms,p95_position_m,max_position_m,p95_orientation_rad,max_orientation_rad,max_accepted_step_utilization,acceleration_rms_mean,velocity_change_rms_mean,successful_prefix_mean,accepted_contract_violations,frame_calls,over_20ms_frames,all_frame_cumulative_ns,internal_statuses,failure_reasons,mean_iterations,mean_evaluations,max_frame_latency_ms
panda,single_gn_k1,"Single bounded GN, kappa=1",near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.268385,0.286173,0.3280194600000001,388.9574446666667,38.89574446666667,39.58205316666667,40.365384049999996,0.0007695501324422567,0.0009972688234528011,0.002543606115370399,0.008318572585554695,0.8455564598382751,3.6967618879437953,0.07393523775887591,150.0,0,4500,0,1166872334,"{""task_candidate"":4500}",{},1.864,3.728,0.630059
panda,single_gn_k1,"Single bounded GN, kappa=1",smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2690045,0.2866191,0.4000393000000013,409.62576366666667,40.96257636666667,40.89799733333333,41.65033626666666,0.00013447617851020054,0.00015884879060667435,0.00014966138867083864,0.00023010752396836673,0.380539225680868,0.7232819109928219,0.014465638219856438,150.0,0,4500,0,1228877291,"{""task_candidate"":4500}",{},2.0,4.0,0.641931
panda,trac_task_5ms,TRAC-IK task 5 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.163706,0.22871105000000003,0.31415028000000084,259.6886786666667,25.96886786666667,25.9371195,26.435979266666667,0.00047333825061122276,0.0009371687454860337,0.0005667736601663181,0.006530847096231559,0.9014227939537074,6.8803872423443995,0.13760774484688795,150.0,0,4500,0,779066036,{},{},,,1.216787
panda,trac_task_5ms,TRAC-IK task 5 ms,joint_limit_return,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9648888888888888,0.9648888888888888,0.163369,0.2844143000000008,5.23435465,531.770869,53.17708689999999,25.801187499999997,176.36587234999968,0.0001565376700382588,0.0008575850429984058,0.0007282079370324187,0.007594525122884639,0.8853104534359508,1.7253494851739817,0.03450698970347964,142.2,0,4500,0,1595312607,{},"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":158}",,,5.333959
panda,trac_task_5ms,TRAC-IK task 5 ms,near_singular,10,3,"[7,8,8]",7.666666666666667,0.7666666666666667,"[7,7,8]",0.7333333333333333,0.942,0.9417777777777777,0.165169,5.2049526,5.25836841,744.7239900000001,74.47239900000001,27.2126785,201.07884779999998,0.0006059458661079256,0.000991478817034015,0.0036727969687388442,0.00810624959417929,0.9999999999999968,6.456082688298342,0.12912165376596688,141.3,0,4500,1,2234171970,{},"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":255,""internal_nonconvergence+position_tolerance"":6}",,,48.145123
panda,trac_task_5ms,TRAC-IK task 5 ms,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.1631235,0.22293945,0.3158154300000003,257.507887,25.750788699999998,25.83063,26.221640849999996,0.00013181993674116926,0.0008339052788853279,0.000143245459959305,0.0069032890124589895,0.42311071418868357,1.2029925008554494,0.02405985001710899,150.0,0,4500,0,772523661,{},{},,,1.275129
ur5e,pink_qp,Pink QP-IK,high_curvature,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9513333333333333,0.9513333333333333,0.6294925,0.7354857000000001,0.7998767900000004,957.3595926666667,95.73595926666667,94.739984,100.07222726666666,0.0002278816037077656,0.0009991808999851898,0.0006192294551619799,0.005258969337769823,0.9999999999999976,14.489066902169531,0.2897813380433906,142.7,0,4500,0,2872078778,{},"{""position_tolerance"":30,""position_tolerance+orientation_tolerance"":189}",,,1.023933
ur5e,pink_qp,Pink QP-IK,joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.631751,0.66983605,0.7882460600000007,955.142057,95.5142057,95.24971933333333,97.05681374999999,0.00010597441192580645,0.00037991043814786777,0.00010562618879146537,0.002685585784248266,1.0,10.565264060107156,0.21130528120214306,150.0,0,4500,0,2865426171,{},{},,,1.274774
ur5e,pink_qp,Pink QP-IK,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9993333333333332,0.9993333333333332,0.6296265,0.6583776000000001,0.7782104700000001,950.8928806666667,95.08928806666667,94.96720450000001,95.50025721666667,2.393512922836242e-05,0.0005486942696417211,6.344634837054159e-05,0.0014184247307832732,0.9999999999999998,13.245426417030536,0.2649085283406108,142.3,0,4500,0,2852678642,{},"{""internal_nonconvergence+velocity_limit"":3}",,,1.044743
ur5e,pink_qp,Pink QP-IK,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,0.6300595,0.65674175,0.7755670500000014,967.031813,96.70318130000001,95.24570666666668,104.23190576666664,0.0001091294211267216,0.0006499478128151782,0.00017047039602669124,0.0018283855292212366,0.9999999999999998,10.122831390475561,0.20245662780951126,150.0,0,4500,1,2901095439,{},{},,,48.802535
ur5e,single_gn_k0,"Single bounded GN, kappa=0",high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.260508,0.27641855,0.3900349200000003,396.19175800000005,39.61917580000001,39.65696833333333,39.76279543333334,0.0004757303863267905,0.000980202353358952,0.00061586499529915,0.008606852306362218,0.9999999999990026,13.64004610307993,0.27280092206159867,150.0,0,4500,0,1188575274,"{""task_candidate"":4500}",{},2.001333333333333,4.002666666666666,0.51861
ur5e,single_gn_k0,"Single bounded GN, kappa=0",joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.260198,0.27418925,0.3356446,393.9787763333333,39.39787763333333,39.373053999999996,39.78945783333334,0.00012135267042586519,0.0009699303620334577,0.00013688524622895522,0.008642507365255256,0.5256025744841173,2.9209347145876223,0.058418694291752456,150.0,0,4500,0,1181936329,"{""task_candidate"":4500}",{},1.994,3.988,0.485279
ur5e,single_gn_k0,"Single bounded GN, kappa=0",near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.258641,0.27140790000000004,0.3161445800000005,375.24267266666664,37.52426726666666,37.43545233333333,38.73157163333333,0.0006891391996253954,0.0009981123119061075,0.001803671563193034,0.004692837956311907,0.5864496898087375,3.0540169649622246,0.061080339299244495,150.0,0,4500,0,1125728018,"{""task_candidate"":4500}",{},1.8786666666666667,3.7573333333333334,0.425472
ur5e,single_gn_k0,"Single bounded GN, kappa=0",smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,9]",0.9666666666666666,1.0,0.9997777777777778,0.260085,0.27399585,0.361436210000002,410.584287,41.0584287,39.512825,48.34484554999998,0.00014796570774469912,0.0009890571655891327,0.0001666137573304,0.0037139892490176056,0.7605557610344922,3.360419351814129,0.0672083870362826,150.0,0,4500,1,1231752861,"{""task_candidate"":4499,""deadline"":1}",{},1.9973333333333334,3.9944444444444445,48.509805
ur5e,single_gn_k1,"Single bounded GN, kappa=1",high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.259802,0.2757371,0.3954082900000001,395.06816100000003,39.5068161,39.4934865,39.7970045,0.0004756480064732478,0.0009784916249551965,0.0006335277022383522,0.00860447199074202,0.9999999999990026,13.449583385114241,0.2689916677022847,150.0,0,4500,0,1185204483,"{""task_candidate"":4500}",{},2.001333333333333,4.002666666666666,0.522367
ur5e,single_gn_k1,"Single bounded GN, kappa=1",joint_limit_return,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2594185,0.27300425,0.3319592300000002,392.7555483333333,39.27555483333333,39.296508833333334,39.757567699999996,0.00012096739074450085,0.0009694178481811131,0.00022025176997229112,0.008642507365255256,0.5721151124523252,3.2794777925726764,0.06558955585145354,150.0,0,4500,0,1178266645,"{""task_candidate"":4500}",{},1.994,3.988,0.556722
ur5e,single_gn_k1,"Single bounded GN, kappa=1",near_singular,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2589215,0.2706413,0.30507789000000024,375.1367593333333,37.51367593333333,37.4100385,38.40140263333333,0.0006891649555983096,0.000998078863211934,0.0018033848621246417,0.004692335462326039,0.876894272999732,3.103714852038053,0.06207429704076106,150.0,0,4500,0,1125410278,"{""task_candidate"":4500}",{},1.8786666666666667,3.7573333333333334,0.496374
ur5e,single_gn_k1,"Single bounded GN, kappa=1",smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.2594105,0.27317220000000003,0.34623937000000143,393.2925723333333,39.32925723333333,39.40468283333333,39.58159666666666,0.00014786394444629112,0.000989093265168353,0.0001702588224767983,0.0037152265746899045,0.7623903712446074,3.351377403437186,0.06702754806874373,150.0,0,4500,0,1179877717,"{""task_candidate"":4500}",{},1.9973333333333334,3.994666666666667,0.496162
ur5e,trac_task_5ms,TRAC-IK task 5 ms,high_curvature,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.1537955,0.20738125000000002,0.2851506300000015,241.54802099999998,24.154802099999998,24.066021666666664,24.730669133333333,0.00047246423037914975,0.0008701970884843496,0.0006572156897042065,0.007805416062579952,0.9999999999999976,12.57024131781712,0.25140482635634237,150.0,0,4500,0,724644063,{},{},,,0.646821
ur5e,trac_task_5ms,TRAC-IK task 5 ms,joint_limit_return,10,3,"[9,10,10]",9.666666666666666,0.9666666666666666,"[9,10,10]",0.9666666666666666,0.9997777777777778,0.9997777777777778,0.154188,0.21844535000000004,0.6209288700000001,267.10775,26.710775,24.2057565,36.30511243333333,0.00027976348347832404,0.0009558201611921675,0.0011131765894329332,0.007838317760490142,0.9999999999999998,11.168687142585464,0.22337374285170922,146.4,0,4500,0,801323250,{},"{""internal_nonconvergence+position_tolerance+orientation_tolerance"":1}",,,5.187474
ur5e,trac_task_5ms,TRAC-IK task 5 ms,near_singular,10,3,"[9,9,9]",9.0,0.9,"[9,9,9]",0.9,0.9833333333333333,0.9833333333333333,0.1543695,0.2318001000000001,5.20475042,373.42718633333334,37.342718633333334,24.457742666666665,95.1607725333332,0.0003862120564257269,0.0009202533598677105,0.0011399721831075605,0.006471347448026218,1.0,9.71047649777197,0.19420952995543936,147.5,0,4500,0,1120281559,{},"{""internal_nonconvergence+position_tolerance"":4,""internal_nonconvergence+position_tolerance+orientation_tolerance"":71}",,,5.292555
ur5e,trac_task_5ms,TRAC-IK task 5 ms,smooth,10,3,"[10,10,10]",10.0,1.0,"[10,10,10]",1.0,1.0,1.0,0.1543655,0.20807280000000006,0.2938820100000006,242.32847066666668,24.232847066666668,24.258147666666666,24.6611553,0.00016925125779971193,0.0009352653674899542,0.0001848178503139506,0.007076138454503686,0.9999999999999996,7.5840995697346765,0.15168199139469354,150.0,0,4500,0,726985412,{},{},,,0.454882
