robot,uid,site_id,family,method,fixed_updates,repeat,known_zero,zero_found,objective,tau,accepted,changed_exact,max_change_rad,numerical_ns,saved_backup_ns,reconstructed_outer_ns,fixed_actual_updates,joint_actual_updates,zero_found_stage,numerical_phase_times_ns
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,4,0,True,True,0.0,0.0,True,False,0.0,3347711,200974,3548685,0,0,initialization,"{""initialization_ns"":207685,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2981275}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,6,1,True,True,0.0,0.0,True,False,0.0,3301542,200974,3502516,0,0,initialization,"{""initialization_ns"":198020,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2945009}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,6,0,True,True,0.0,0.0,True,False,0.0,3271155,200974,3472129,0,0,initialization,"{""initialization_ns"":183188,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2930591}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,2,0,True,True,0.0,0.0,True,False,0.0,3286902,200974,3487876,0,0,initialization,"{""initialization_ns"":186887,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2943003}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_old,0,1,True,False,3.38807403624222e-20,0.0,True,True,9.383382959526898e-12,5298172,200974,5499146,0,2,,
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,4,2,True,True,0.0,0.0,True,False,0.0,3304442,200974,3505416,0,0,initialization,"{""initialization_ns"":199833,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2941930}"
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_old,0,2,True,False,3.38807403624222e-20,0.0,True,True,9.383382959526898e-12,5230194,200974,5431168,0,2,,
panda,0c2a95a498c1bf13c2df4295db29a5367cf069e157e300d36211ce1951b2bf0e,trajectory_06,smooth,tar_corrected,4,1,True,True,0.0,0.0,True,False,0.0,3267869,200974,3468843,0,0,initialization,"{""initialization_ns"":192933,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2912000}"
panda,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,tar_corrected,6,1,True,True,0.0,0.0,True,False,0.0,3497290,276180,3773470,0,0,initialization,"{""initialization_ns"":259814,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2985082}"
panda,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,tar_corrected,6,2,True,True,0.0,0.0,True,False,0.0,3314297,276180,3590477,0,0,initialization,"{""initialization_ns"":194053,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":2955915}"
panda,cdb906e5ffe0888b5856461ef6bee1b8809232e928fd853beb25f1903a7d798a,trajectory_07,smooth,tar_corrected,2,1,True,True,0.0,0.0,True,False,0.0,3386907,276180,3663087,0,0,initialization,"{""initialization_ns"":199938,""fixed_current_ns"":0,""joint_update_ns"":0,""fk_check_ns"":3028150}"
