run_id,site_id,uid,role,candidate_id,variant,repeat,frame,frames,complete,accepted_frames,first_failure,first_failure_kind,contiguous_success_frames,total_latency_ns,refinement_latency_ns,refinement_residual_calls,refinement_scipy_nfev,initial_refinement_latency_ns,initial_refinement_residual_calls,native_trac_fev,total_fev,witness
case_06_pre_failure_candidate_00_uniform_refinement_r0,case_06_pre_failure,f69a8f1f6eef07cefc66000053424135c5ec7250cc78d7cb2319c6615f8a8060,cghik_lost,candidate_00,uniform_refinement,0,95,30,True,30,,,30,5212383543,5188614044,48000,6000,111015642,1020,,,successful_witnesses/case_06_pre_failure_candidate_00_uniform_refinement_r0.json
case_07_pre_failure_matched_02_ordinary_matched_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_02,ordinary_matched,0,90,30,True,30,,,30,16526498,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_02_ordinary_matched_r0.json
case_07_pre_failure_matched_04_ordinary_matched_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_04,ordinary_matched,0,90,30,True,30,,,30,15360223,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_04_ordinary_matched_r0.json
case_07_pre_failure_matched_05_ordinary_matched_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_05,ordinary_matched,2,90,30,True,30,,,30,14718019,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_05_ordinary_matched_r2.json
case_07_pre_failure_matched_01_ordinary_matched_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_01,ordinary_matched,0,90,30,True,30,,,30,14928853,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_01_ordinary_matched_r0.json
case_07_pre_failure_matched_03_ordinary_matched_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_03,ordinary_matched,0,90,30,True,30,,,30,15230383,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_03_ordinary_matched_r0.json
case_07_pre_failure_matched_02_ordinary_matched_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_02,ordinary_matched,3,90,30,True,30,,,30,14737193,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_02_ordinary_matched_r3.json
case_07_pre_failure_matched_05_ordinary_matched_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_05,ordinary_matched,3,90,30,True,30,,,30,15269149,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_05_ordinary_matched_r3.json
case_07_pre_failure_matched_04_ordinary_matched_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_04,ordinary_matched,2,90,30,True,30,,,30,15212528,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_04_ordinary_matched_r2.json
case_07_pre_failure_matched_04_ordinary_matched_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_04,ordinary_matched,4,90,30,True,30,,,30,15764232,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_04_ordinary_matched_r4.json
case_07_pre_failure_matched_01_ordinary_matched_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_01,ordinary_matched,1,90,30,True,30,,,30,14775501,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_01_ordinary_matched_r1.json
case_07_pre_failure_matched_00_ordinary_matched_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_00,ordinary_matched,4,90,30,True,30,,,30,14960128,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_00_ordinary_matched_r4.json
case_07_pre_failure_matched_05_ordinary_matched_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_05,ordinary_matched,0,90,30,True,30,,,30,14832176,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_05_ordinary_matched_r0.json
case_07_pre_failure_matched_00_ordinary_matched_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_00,ordinary_matched,2,90,30,True,30,,,30,14879988,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_00_ordinary_matched_r2.json
case_07_pre_failure_matched_03_ordinary_matched_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_03,ordinary_matched,4,90,30,True,30,,,30,15211043,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_03_ordinary_matched_r4.json
case_07_pre_failure_matched_00_ordinary_matched_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_00,ordinary_matched,3,90,30,True,30,,,30,14965966,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_00_ordinary_matched_r3.json
case_07_pre_failure_matched_05_ordinary_matched_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_05,ordinary_matched,4,90,30,True,30,,,30,15865263,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_05_ordinary_matched_r4.json
case_07_pre_failure_matched_00_ordinary_matched_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_00,ordinary_matched,0,90,30,True,30,,,30,15188675,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_00_ordinary_matched_r0.json
case_07_pre_failure_candidate_00_uniform_refinement_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,candidate_00,uniform_refinement,4,90,30,True,30,,,30,5230465702,5206886048,48000,6000,174482650,1600,,,successful_witnesses/case_07_pre_failure_candidate_00_uniform_refinement_r4.json
case_07_pre_failure_matched_02_ordinary_matched_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_02,ordinary_matched,2,90,30,True,30,,,30,17058435,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_02_ordinary_matched_r2.json
case_07_pre_failure_candidate_00_uniform_refinement_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,candidate_00,uniform_refinement,2,90,30,True,30,,,30,5208334242,5184433382,48000,6000,174486234,1600,,,successful_witnesses/case_07_pre_failure_candidate_00_uniform_refinement_r2.json
case_07_pre_failure_matched_03_ordinary_matched_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_03,ordinary_matched,2,90,30,True,30,,,30,15961322,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_03_ordinary_matched_r2.json
case_07_pre_failure_matched_03_ordinary_matched_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_03,ordinary_matched,1,90,30,True,30,,,30,14873370,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_03_ordinary_matched_r1.json
case_07_pre_failure_candidate_00_uniform_refinement_r0,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,candidate_00,uniform_refinement,0,90,30,True,30,,,30,5199918774,5176847217,48000,6000,172807898,1600,,,successful_witnesses/case_07_pre_failure_candidate_00_uniform_refinement_r0.json
case_07_pre_failure_matched_03_ordinary_matched_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_03,ordinary_matched,3,90,30,True,30,,,30,16438498,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_03_ordinary_matched_r3.json
case_07_pre_failure_matched_01_ordinary_matched_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_01,ordinary_matched,4,90,30,True,30,,,30,14734142,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_01_ordinary_matched_r4.json
case_07_pre_failure_matched_04_ordinary_matched_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_04,ordinary_matched,3,90,30,True,30,,,30,15084296,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_04_ordinary_matched_r3.json
case_07_pre_failure_matched_01_ordinary_matched_r2,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_01,ordinary_matched,2,90,30,True,30,,,30,15031937,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_01_ordinary_matched_r2.json
case_07_pre_failure_matched_02_ordinary_matched_r4,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_02,ordinary_matched,4,90,30,True,30,,,30,15108227,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_02_ordinary_matched_r4.json
case_07_pre_failure_matched_01_ordinary_matched_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_01,ordinary_matched,3,90,30,True,30,,,30,15120480,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_01_ordinary_matched_r3.json
case_07_pre_failure_matched_05_ordinary_matched_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_05,ordinary_matched,1,90,30,True,30,,,30,15011703,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_05_ordinary_matched_r1.json
case_07_pre_failure_matched_02_ordinary_matched_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_02,ordinary_matched,1,90,30,True,30,,,30,14768523,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_02_ordinary_matched_r1.json
case_07_pre_failure_candidate_00_uniform_refinement_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,candidate_00,uniform_refinement,1,90,30,True,30,,,30,5204075940,5181543478,48000,6000,173781342,1600,,,successful_witnesses/case_07_pre_failure_candidate_00_uniform_refinement_r1.json
case_07_pre_failure_matched_04_ordinary_matched_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_04,ordinary_matched,1,90,30,True,30,,,30,15440261,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_04_ordinary_matched_r1.json
case_07_pre_failure_candidate_00_uniform_refinement_r3,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,candidate_00,uniform_refinement,3,90,30,True,30,,,30,5201382048,5178163043,48000,6000,173151637,1600,,,successful_witnesses/case_07_pre_failure_candidate_00_uniform_refinement_r3.json
case_07_pre_failure_matched_00_ordinary_matched_r1,case_07_pre_failure,4cc5ef5c4c9aa6bf49a51ea1b0c183d22a3ad3076219f3fdaaa33a4c97b7085d,successful_control,matched_00,ordinary_matched,1,90,30,True,30,,,30,15696340,0,0,0,0,0,,,successful_witnesses/case_07_pre_failure_matched_00_ordinary_matched_r1.json
case_08_pre_failure_matched_05_ordinary_matched_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_05,ordinary_matched,2,33,30,True,30,,,30,14886721,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_05_ordinary_matched_r2.json
case_08_pre_failure_matched_03_ordinary_matched_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_03,ordinary_matched,3,33,30,True,30,,,30,15779389,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_03_ordinary_matched_r3.json
case_08_pre_failure_matched_05_ordinary_matched_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_05,ordinary_matched,3,33,30,True,30,,,30,14655515,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_05_ordinary_matched_r3.json
case_08_pre_failure_matched_00_ordinary_matched_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_00,ordinary_matched,4,33,30,True,30,,,30,14782964,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_00_ordinary_matched_r4.json
case_08_pre_failure_matched_03_ordinary_matched_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_03,ordinary_matched,1,33,30,True,30,,,30,15005276,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_03_ordinary_matched_r1.json
case_08_pre_failure_matched_05_ordinary_matched_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_05,ordinary_matched,0,33,30,True,30,,,30,14756601,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_05_ordinary_matched_r0.json
case_08_pre_failure_matched_04_ordinary_matched_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_04,ordinary_matched,3,33,30,True,30,,,30,15383984,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_04_ordinary_matched_r3.json
case_08_pre_failure_matched_04_ordinary_matched_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_04,ordinary_matched,4,33,30,True,30,,,30,15508928,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_04_ordinary_matched_r4.json
case_08_pre_failure_candidate_00_uniform_refinement_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,candidate_00,uniform_refinement,3,33,30,True,30,,,30,5228052686,5204289664,48000,6000,174562954,1600,,,successful_witnesses/case_08_pre_failure_candidate_00_uniform_refinement_r3.json
case_08_pre_failure_matched_01_ordinary_matched_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_01,ordinary_matched,1,33,30,True,30,,,30,16635993,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_01_ordinary_matched_r1.json
case_08_pre_failure_matched_05_ordinary_matched_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_05,ordinary_matched,1,33,30,True,30,,,30,15018742,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_05_ordinary_matched_r1.json
case_08_pre_failure_matched_00_ordinary_matched_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_00,ordinary_matched,2,33,30,True,30,,,30,15646518,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_00_ordinary_matched_r2.json
case_08_pre_failure_matched_02_ordinary_matched_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_02,ordinary_matched,2,33,30,True,30,,,30,14877623,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_02_ordinary_matched_r2.json
case_08_pre_failure_candidate_00_uniform_refinement_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,candidate_00,uniform_refinement,2,33,30,True,30,,,30,5203418848,5179694582,48000,6000,179784407,1600,,,successful_witnesses/case_08_pre_failure_candidate_00_uniform_refinement_r2.json
case_08_pre_failure_matched_00_ordinary_matched_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_00,ordinary_matched,3,33,30,True,30,,,30,16269647,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_00_ordinary_matched_r3.json
case_08_pre_failure_matched_04_ordinary_matched_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_04,ordinary_matched,0,33,30,True,30,,,30,14683948,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_04_ordinary_matched_r0.json
case_08_pre_failure_matched_01_ordinary_matched_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_01,ordinary_matched,0,33,30,True,30,,,30,15516913,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_01_ordinary_matched_r0.json
case_08_pre_failure_matched_02_ordinary_matched_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_02,ordinary_matched,3,33,30,True,30,,,30,14973495,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_02_ordinary_matched_r3.json
case_08_pre_failure_matched_00_ordinary_matched_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_00,ordinary_matched,0,33,30,True,30,,,30,15310850,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_00_ordinary_matched_r0.json
case_08_pre_failure_matched_02_ordinary_matched_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_02,ordinary_matched,0,33,30,True,30,,,30,14669177,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_02_ordinary_matched_r0.json
case_08_pre_failure_candidate_00_uniform_refinement_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,candidate_00,uniform_refinement,4,33,30,True,30,,,30,5197385853,5174270118,48000,6000,173032238,1600,,,successful_witnesses/case_08_pre_failure_candidate_00_uniform_refinement_r4.json
case_08_pre_failure_matched_04_ordinary_matched_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_04,ordinary_matched,1,33,30,True,30,,,30,16504636,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_04_ordinary_matched_r1.json
case_08_pre_failure_matched_01_ordinary_matched_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_01,ordinary_matched,4,33,30,True,30,,,30,14813045,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_01_ordinary_matched_r4.json
case_08_pre_failure_matched_02_ordinary_matched_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_02,ordinary_matched,4,33,30,True,30,,,30,15110516,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_02_ordinary_matched_r4.json
case_08_pre_failure_matched_03_ordinary_matched_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_03,ordinary_matched,2,33,30,True,30,,,30,14669509,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_03_ordinary_matched_r2.json
case_08_pre_failure_candidate_00_uniform_refinement_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,candidate_00,uniform_refinement,0,33,30,True,30,,,30,5206665310,5184195938,48000,6000,173207041,1600,,,successful_witnesses/case_08_pre_failure_candidate_00_uniform_refinement_r0.json
case_08_pre_failure_matched_01_ordinary_matched_r3,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_01,ordinary_matched,3,33,30,True,30,,,30,15809547,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_01_ordinary_matched_r3.json
case_08_pre_failure_matched_03_ordinary_matched_r0,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_03,ordinary_matched,0,33,30,True,30,,,30,15311027,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_03_ordinary_matched_r0.json
case_08_pre_failure_matched_00_ordinary_matched_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_00,ordinary_matched,1,33,30,True,30,,,30,15000977,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_00_ordinary_matched_r1.json
case_08_pre_failure_candidate_00_uniform_refinement_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,candidate_00,uniform_refinement,1,33,30,True,30,,,30,5194567178,5171400322,48000,6000,178026401,1600,,,successful_witnesses/case_08_pre_failure_candidate_00_uniform_refinement_r1.json
case_08_pre_failure_matched_04_ordinary_matched_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_04,ordinary_matched,2,33,30,True,30,,,30,16411537,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_04_ordinary_matched_r2.json
case_08_pre_failure_matched_03_ordinary_matched_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_03,ordinary_matched,4,33,30,True,30,,,30,15790170,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_03_ordinary_matched_r4.json
case_08_pre_failure_matched_01_ordinary_matched_r2,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_01,ordinary_matched,2,33,30,True,30,,,30,15463515,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_01_ordinary_matched_r2.json
case_08_pre_failure_matched_02_ordinary_matched_r1,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_02,ordinary_matched,1,33,30,True,30,,,30,14815366,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_02_ordinary_matched_r1.json
case_08_pre_failure_matched_05_ordinary_matched_r4,case_08_pre_failure,34d461249b6c84388a8a925d2ced5254dc7a9ea2526b13b9a7a34604308cc719,successful_control,matched_05,ordinary_matched,4,33,30,True,30,,,30,15228664,0,0,0,0,0,,,successful_witnesses/case_08_pre_failure_matched_05_ordinary_matched_r4.json
