scene_uid,slot,cluster,robot,family,placement,direction,method,repeats,implementation_ready,statuses,planner_feasible_repeat_mean,physics_executed,quality_completed,execution_completed,initialization_success_repeat_mean,T_init,T_smooth,T_opt,T_retime,T_validate,total_plan_wall_s,predicted_execution_s,initialization_residual_evaluations,initialization_nodes,tb_dual_continuation_calls,smoothing_displacement_rms_rad,initialization_node_process_legal,simulated_completion_time_s,elapsed_until_stop_s,valid_coverage_fraction,raw_coverage_fraction,max_hole_diameter_upper_bound_m,max_along_scan_gap_m,velocity_utilization_max,acceleration_utilization_max,tracking_error_max_rad,torque_saturation_fraction,scan_duration_s,transition_duration_s,settling_duration_s,acceleration_rms_rad_s2,profile_process_violation_duration_s,standoff_error_p95_m,standoff_error_max_m,incidence_p95_deg,incidence_max_deg,center_ray_path_error_max_m,line_orientation_error_max_deg,valid_profile_count,tracking_joint_error_p95_rad,actual_clearance_sampled_5ms_min_m,quality_execution_s,amortized_per_job_N1_s,total_batch_N1_s,amortized_per_job_N10_s,total_batch_N10_s,amortized_per_job_N100_s,total_batch_N100_s
be62d5dee820b8e320fc3af1c85548a704ca13694693c4f95b1ee71fb14e2609,panda_cylinder_p1_v,panda_cylinder_p1,panda,cylinder,1,v,B1,3,True,"[""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint""]",0.0,False,,,1.0,0.2376208736677654,31.078325601668137,,,,31.56764544833277,,918.0,427.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be62d5dee820b8e320fc3af1c85548a704ca13694693c4f95b1ee71fb14e2609,panda_cylinder_p1_v,panda_cylinder_p1,panda,cylinder,1,v,G,3,True,"[""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint""]",0.0,False,,,1.0,0.2354704343403379,31.53375117232402,,,,32.01853930199286,,914.0,427.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be62d5dee820b8e320fc3af1c85548a704ca13694693c4f95b1ee71fb14e2609,panda_cylinder_p1_v,panda_cylinder_p1,panda,cylinder,1,v,B2,3,True,"[""common_b1_initialization_missing"", ""common_b1_initialization_missing"", ""common_b1_initialization_missing""]",0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0_u,panda_plane_p0,panda,plane,0,u,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.3909142800015009,,,0.03180010899571547,0.9997232286696089,1.4479534260026412,20.516314024440117,1689.0,419.0,0.0,,,20.716000000002335,20.716000000002335,1.0,1.0,0.0,0.000872632278199666,0.6562644433479291,0.8227929986174363,0.00013814107116563723,0.0,15.809000000000001,4.708,0.2,0.6158263530327266,0.0,,,,,,,,,,20.716000000002335,22.163953426004976,22.163953426004976,20.8607953426026,208.607953426026,20.73047953426236,2073.0479534262363
5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0_u,panda_plane_p0,panda,plane,0,u,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.2206070006650407,30.50214578466451,,0.032284158670033015,1.0007454683363903,32.109887288330356,19.71871974478962,838.0,419.0,0.0,,,19.91800000000136,19.91800000000136,1.0,1.0,0.0,0.0008864680246280787,0.6656207194298325,0.8275860578287187,0.0001274104015318578,0.0,15.111,4.6080000000000005,0.2,0.5836021849916758,0.0,,,,,,,,,,19.91800000000136,52.02788728833171,52.02788728833171,23.128988728834397,231.28988728834398,20.239098872884664,2023.9098872884665
5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0_u,panda_plane_p0,panda,plane,0,u,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.21758990333667802,30.389218020330492,,0.03196306066820398,1.0010576090038132,31.982908633998402,19.71871974478962,838.0,419.0,0.0,,,19.91800000000136,19.91800000000136,1.0,1.0,0.0,0.0008864680246280787,0.6656207194298325,0.8275860578287187,0.0001274104015318578,0.0,15.111,4.6080000000000005,0.2,0.5836021849916758,0.0,,,,,,,,,,19.91800000000136,51.90090863399976,51.90090863399976,23.1162908634012,231.162908634012,20.237829086341343,2023.7829086341342
5d5a023d5f637f0869c78b3e99c42c4dfd57402d820a31236667cdffd46ab609,panda_plane_p0_u,panda_plane_p0,panda,plane,0,u,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,,32.350637409006595,,30.470621407667448,0.031905835004484594,1.0018805156626815,64.68670638834494,19.703845800848477,,,,,,19.90300000000134,19.90300000000134,1.0,1.0,0.0,0.0008860153270004065,0.6641666409843232,0.8304471169443729,0.00012271720153123056,0.0,15.109,4.595,0.2,0.5828284156081477,0.0,,,,,,,,,,19.90300000000134,84.58970638834629,84.58970638834629,26.371670638835838,263.7167063883584,20.54986706388479,2054.986706388479
f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0_v,panda_plane_p0,panda,plane,0,v,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.31263828799516585,,,0.03198007833755886,1.013549164995008,1.3828738413285464,22.828460941053958,1278.0,427.0,0.0,,,23.02800000000516,23.02800000000516,1.0,1.0,0.0,0.0007906649172942416,0.5501254040381578,0.8155232392091947,8.508064343182298e-05,0.0,15.873000000000001,6.956,0.2,0.45570728881747197,0.0,,,,,,,,,,23.02800000000516,24.410873841333707,24.410873841333707,23.166287384138016,231.66287384138016,23.041828738418445,2304.1828738418444
f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0_v,panda_plane_p0,panda,plane,0,v,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22404208700269615,30.58444749833143,,0.03219476066684971,1.002250135667661,32.16955424366461,21.146158240323725,854.0,427.0,0.0,,,21.346000000003105,21.346000000003105,1.0,1.0,0.0,0.0008420408492407441,0.5648225910578073,0.8121656490652894,9.652894685518998e-05,0.0,14.751,6.396,0.2,0.5085253481878576,0.0,,,,,,,,,,21.346000000003105,53.51555424366771,53.51555424366771,24.562955424369566,245.62955424369565,21.667695542439752,2166.769554243975
f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0_v,panda_plane_p0,panda,plane,0,v,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22303005066836099,30.562953663335065,,0.03184825700009242,1.00001776899929,32.13287909933327,21.146158240323725,854.0,427.0,0.0,,,21.346000000003105,21.346000000003105,1.0,1.0,0.0,0.0008420408492407441,0.5648225910578073,0.8121656490652894,9.652894685518998e-05,0.0,14.751,6.396,0.2,0.5085253481878576,0.0,,,,,,,,,,21.346000000003105,53.47887909933638,53.47887909933638,24.559287909936433,245.59287909936432,21.66732879099644,2166.732879099644
f3f3897b5f524fd2bf769f27b0ff33b7489cd38286aa0a3aef7bd1de2cff55db,panda_plane_p0_v,panda_plane_p0,panda,plane,0,v,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,,32.342121633002535,,30.42422501767093,0.03173235900370249,0.9968835536613673,64.55401147600303,21.122152685110134,,,,,,21.322000000003076,21.322000000003076,1.0,1.0,0.0,0.0008430299314059008,0.564597797187401,0.8111600724139578,9.166219804901399e-05,0.0,14.751,6.372,0.2,0.5085555873601193,0.0,,,,,,,,,,21.322000000003076,85.8760114760061,85.8760114760061,27.777401147603378,277.77401147603376,21.967540114763107,2196.7540114763106
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,B0,3,True,"[""geometric_initialization_failed"", ""geometric_initialization_failed"", ""geometric_initialization_failed""]",0.0,False,,,0.0,0.0490700023365207,,,,,0.04989030066159709,,281.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,B1,3,True,"[""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint""]",0.0,False,,,1.0,0.22337980799784418,31.260848037995554,,,,31.734855794667965,,854.0,419.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,G,3,True,"[""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint""]",0.0,False,,,1.0,0.22105868466799924,31.367579171666875,,,,31.847675372002413,,854.0,419.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc500163bea8d607c8f6676fccd669f938cace853f762bdc955d3710e5f2bae9,panda_plane_p1_u,panda_plane_p1,panda,plane,1,u,B2,3,True,"[""common_b1_initialization_missing"", ""common_b1_initialization_missing"", ""common_b1_initialization_missing""]",0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.2952597266654872,,,0.031733425663939364,1.0032419053410802,1.3546994669983785,22.022213280424435,1208.0,427.0,0.0,,,22.222000000004176,22.222000000004176,1.0,1.0,0.0,0.0008191690053217124,0.5415587425160846,0.8170959443419555,9.017572254488293e-05,0.0,15.223,6.8,0.2,0.48180798334915037,0.0,,,,,,,,,,22.222000000004176,23.576699467002555,23.576699467002555,22.357469946704015,223.57469946704015,22.23554699467416,2223.554699467416
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.224325108002328,31.295754882662248,,0.03184945600514766,0.9976146043287978,32.85366399300013,21.636294020248602,854.0,427.0,0.0,,,21.836000000003704,21.836000000003704,1.0,1.0,0.0,0.0008248180822740404,0.4823580825717864,0.8151313311958304,8.84737654773815e-05,0.0,14.974,6.663,0.2,0.4818793078722627,0.0,,,,,,,,,,21.836000000003704,54.68966399300383,54.68966399300383,25.121366399303717,251.2136639930372,22.164536639933704,2216.4536639933704
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22330048433407987,31.255547009330865,,0.03195448799912507,0.9992084236631248,32.81468073966486,21.636294020248602,854.0,427.0,0.0,,,21.836000000003704,21.836000000003704,1.0,1.0,0.0,0.0008248180822740404,0.4823580825717864,0.8151313311958304,8.84737654773815e-05,0.0,14.974,6.663,0.2,0.4818793078722627,0.0,,,,,,,,,,21.836000000003704,54.65068073966856,54.65068073966856,25.11746807397019,251.1746807397019,22.164146807400353,2216.4146807400352
e283b88390fe538a85d2694079d62454b1b3aa046d100f8504b4a66d9736b8d5,panda_plane_p1_v,panda_plane_p1,panda,plane,1,v,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,,32.82566940499237,,30.735747091006488,0.031755278338096105,1.0054017086610354,65.35936116366065,21.395930316905844,,,,,,21.59500000000341,21.59500000000341,1.0,1.0,0.0,0.0008302776187201752,0.4860886453678995,0.821464213714447,9.19125647325103e-05,0.0,14.839,6.557,0.2,0.48979372104144536,0.0,,,,,,,,,,21.59500000000341,86.95436116366406,86.95436116366406,28.130936116369476,281.30936116369475,22.248593611640015,2224.8593611640013
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22519533799398536,,,0.03250004899746273,1.0051836526739255,1.2860075623320881,21.064463734640032,866.0,419.0,0.0,,,21.264000000003005,21.264000000003005,0.9999999999999961,0.9999999999999961,0.0,0.0008202903694838233,0.4529092952693496,0.8286659430303003,8.6898817594383e-05,0.0,16.332,4.7330000000000005,0.2,0.44385302084277034,0.0,,,,,,,,,,21.264000000003005,22.550007562335093,22.550007562335093,21.392600756236213,213.92600756236214,21.276860075626328,2127.6860075626328
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.21966764900328903,30.191650729670073,,0.03258030167004714,0.9980775013342887,31.765024023334263,20.933276443880597,838.0,419.0,0.0,,,21.133000000002845,21.133000000002845,0.9999999999999961,0.9999999999999961,0.0,0.0008192149673449539,0.45399070613799275,0.8285969687746543,8.369158396517862e-05,0.0,16.315,4.619,0.2,0.4417350176589062,0.0,,,,,,,,,,21.133000000002845,52.89802402333711,52.89802402333711,24.30950240233627,243.09502402336273,21.450650240236186,2145.0650240236187
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.22010181700170506,30.12284858567,,0.03260758033623764,0.9963065129995812,31.697794862338924,20.933276443880597,838.0,419.0,0.0,,,21.133000000002845,21.133000000002845,0.9999999999999961,0.9999999999999961,0.0,0.0008192149673449539,0.45399070613799275,0.8285969687746543,8.369158396517862e-05,0.0,16.315,4.619,0.2,0.4417350176589062,0.0,,,,,,,,,,21.133000000002845,52.83079486234177,52.83079486234177,24.302779486236737,243.0277948623674,21.449977948626234,2144.9977948626233
f6c31864e2ce3e5c2e19b914f5e5b132c9658310d934a68e88ca62a1b777611b,panda_saddle_p0_u,panda_saddle_p0,panda,saddle,0,u,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,,31.86344565100444,,30.596559387330974,0.032585463331391416,1.0085722933290526,64.36402657967119,20.929626414978777,,,,,,21.12900000000284,21.12900000000284,0.9999999999999961,0.9999999999999961,0.0,0.0008187846845104332,0.45514104973174785,0.8290135182126213,0.00011191737026412796,0.0,16.314,4.616,0.2,0.44163716791700497,0.0,,,,,,,,,,21.12900000000284,85.49302657967402,85.49302657967402,27.56540265796996,275.6540265796996,21.772640265799552,2177.264026579955
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B0,3,True,"[""geometric_initialization_failed"", ""geometric_initialization_failed"", ""geometric_initialization_failed""]",0.0,False,,,0.0,0.4029168129976218,,,,,0.4175784646746858,,1844.0,367.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B1,3,True,"[""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint""]",0.0,False,,,1.0,0.22575664700222356,31.535775335340684,,,,32.017374822331476,,867.0,427.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,G,3,True,"[""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint"", ""no_verified_path_at_primary_checkpoint""]",0.0,False,,,1.0,0.22543667066687098,31.524112760327018,,,,32.005744355662806,,867.0,427.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddbaccae4d1e1e90b7da2315bf852ee615b4daba879473cd6ddfe24006fb6108,panda_saddle_p0_v,panda_saddle_p0,panda,saddle,0,v,B2,3,True,"[""common_b1_initialization_missing"", ""common_b1_initialization_missing"", ""common_b1_initialization_missing""]",0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,B0,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.2236970379987421,,,0.032781639994936995,1.003095225004169,1.2827014163291703,19.698557186925214,860.0,419.0,0.0,,,19.898000000001336,19.898000000001336,0.9999999999999961,0.9999999999999961,0.0,0.0008619444270742562,0.3989752722606046,0.8173343132250517,8.78793118535004e-05,0.0,15.287,4.412,0.2,0.4904929764711663,0.0,,,,,,,,,,19.898000000001336,21.180701416330507,21.180701416330507,20.026270141634253,200.26270141634254,19.910827014164628,1991.082701416463
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,B1,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.21906219533411786,32.29617745933259,,0.0326997549952163,0.9931625373331675,33.85517719966689,19.387216866509934,838.0,419.0,0.0,,,19.587000000000955,19.587000000000955,0.9999999999999961,0.9999999999999961,0.0,0.0008600814151242118,0.3970533038238718,0.8294800588480533,9.179067044184919e-05,0.0,15.33,4.058,0.2,0.4753894043642512,0.0,,,,,,,,,,19.587000000000955,53.442177199667846,53.442177199667846,22.972517719967644,229.72517719967644,19.925551771997625,1992.5551771997625
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,G,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,1.0,0.21872649666814445,32.451591837331456,,0.03265402733813971,1.000075301664765,34.030893589995685,19.387216866509934,838.0,419.0,0.0,,,19.587000000000955,19.587000000000955,0.9999999999999961,0.9999999999999961,0.0,0.0008600814151242118,0.3970533038238718,0.8294800588480533,9.179067044184919e-05,0.0,15.33,4.058,0.2,0.4753894043642512,0.0,,,,,,,,,,19.587000000000955,53.61789358999664,53.61789358999664,22.990089359000525,229.90089359000524,19.92730893590091,1992.730893590091
9ced85a1ec2cd96c165d3ed941ec82457e30e182c4d037796ec472ed639f71b3,panda_saddle_p1_u,panda_saddle_p1,panda,saddle,1,u,B2,3,True,"[""planner_feasible"", ""planner_feasible"", ""planner_feasible""]",1.0,True,True,True,,33.98724765700172,,30.853915305662667,0.03278527566969084,1.0021348663334113,66.78619669999655,19.283390801292683,,,,,,19.48300000000083,19.48300000000083,0.9999999999999961,0.9999999999999961,0.0,0.0008648536993240416,0.3959737910259577,0.8295602333948008,9.273722890812408e-05,0.0,15.265,4.019,0.2,0.47833041406286253,0.0,,,,,,,,,,19.48300000000083,86.26919669999738,86.26919669999738,26.161619670000483,261.6161967000048,20.150861967000793,2015.0861967000792
